"Sample_ID","Case_no","Accession","Host","Sample_type","Preferred_date","Date_source","Barangay","Municipality","Province","Region","Latitude","Longitude","Source","Author","Pubmed","Genome_coverage","redcap_repeat_instance","ngs_runid","duplicate_id","ngs_rundate","ngs_location","ngs_provider","ngs_submission","ngs_platform","primer_scheme","primer_scheme_version","nanopore_platform","ngs_flowcell","illumina_platform","ngs_prep","ngs_barcode","ngs_library","ngs_analysis_type","ngs_merged_from","total_reads","mapped_reads","mean_depth","stdev_depth","median_depth","minimum_reads","maximum_reads","genomecov_depthx1","genomecov_depthx5","genomecov_depthx20","genomecov_depthx100","negative_control_sample","genbank_accession","consensus_coverage","consensus_fasta","ngs_notes","sample_labid","sample_sequenceid","sample_batchid","apha_sub","apha_rv","sample_tissuetype","sample_buffer","country","hmpcr_n405","rtassay","rtqpcr","lateral_flow_test","fat","drit","diagnostic_result","test_centre","diag_notes"
"RADDL4B-23-094","M-21",NA,"Dog",NA,2023-11-28,NA,"Maligaya","Boac","Marinduque","MIMIROPA",13.47444205,121.840682,"speedier",NA,NA,0.9146832048,"1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28401",NA,"Amplicon","barcode33",NA,"Single run",NA,"7468","7075","280.8203151","393.9743613","135","0","2073","11896","11882","11439","7571","No","NA",91.4683204827355,"RADDL4B-23-094__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-013","M-34",NA,"Dog",NA,2024-01-16,NA,"Buangan","Torrijos","Marinduque","MIMIROPA",13.31305087,122.0537056,"speedier",NA,NA,0.9503855179,"1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28401",NA,"Amplicon","barcode37",NA,"Single run",NA,"10241","9403","350.6740697","467.7431268","182","0","2416","11888","11885","11511","8082","No","NA",95.0385517934965,"RADDL4B-24-013__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-030","M-49",NA,"Dog",NA,2024-02-17,NA,"Barangay I","Buenavista","Marinduque","MIMIROPA",13.2559971,121.9418071,"speedier",NA,NA,0.9875125712,"1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28401",NA,"Amplicon","barcode38",NA,"Single run",NA,"17832","16951","682.9067214","911.0343916","369","0","4702","11896","11887","11882","10930","No","NA",98.751257123701,"RADDL4B-24-030__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-048","M-62",NA,"Dog",NA,2024-03-07,NA,"Daykitin","Buenavista","Marinduque","MIMIROPA",13.27382681,121.9228134,"speedier",NA,NA,0.9497988602,"1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28401",NA,"Amplicon","barcode39",NA,"Single run",NA,"9234","8522","361.4364733","465.2007231","193","0","2495","11887","11883","11880","8659","No","NA",94.9798860207844,"RADDL4B-24-048__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-062","M-74",NA,"Dog",NA,2024-01-20,NA,"Masiga","Gasan","Marinduque","MIMIROPA",13.35871898,121.8255082,"speedier",NA,NA,0.9025310091,"1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28401",NA,"Amplicon","barcode41",NA,"Single run",NA,"7039","6465","255.8261817","327.0085583","143","0","1594","11889","11885","11503","7233","No","NA",90.2531009051291,"RADDL4B-24-062__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-107","M-105",NA,"Dog",NA,2024-03-20,NA,"Daykitin","Buenavista","Marinduque","MIMIROPA",13.27382681,121.9228134,"speedier",NA,NA,0.9503017097,"1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28401",NA,"Amplicon","barcode46",NA,"Single run",NA,"6030","5529","256.9092357","313.6388823","165","0","1770","11887","11883","11646","7700","No","NA",95.0301709688233,"RADDL4B-24-107__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-125","M-111",NA,"Dog",NA,2024-05-13,NA,"Yook","Buenavista","Marinduque","MIMIROPA",13.22428692,121.9851771,"speedier",NA,NA,0.9871773383,"1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28401",NA,"Amplicon","barcode49",NA,"Single run",NA,"8259","7651","382.7361716","429.4233705","257","0","2572","11888","11886","11881","10625","No","NA",98.7177338250084,"RADDL4B-24-125__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-127","M-113",NA,"Dog",NA,2024-05-16,NA,"Caigangan","Buenavista","Marinduque","MIMIROPA",13.26212226,121.9342731,"speedier",NA,NA,0.9706671136,"1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28401",NA,"Amplicon","barcode50",NA,"Single run",NA,"6711","6354","284.2085987","355.758561","177","0","1999","11886","11885","11845","8314","No","NA",97.0667113643983,"RADDL4B-24-127__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-23-065","M-4",NA,"Dog",NA,2023-10-23,NA,"Laylay","Boac","Marinduque","MIMIROPA",13.43668126,121.8203817,"speedier",NA,NA,0.9717566209,"2","rabv_4b_2025_r10_run7","2","8/14/25","RITM",NA,NA,"Nanopore","rabvSEasia_tests",NA,"Minion","FAY40590",NA,"Amplicon","barcode25",NA,NA,NA,"97723","94043","3139.331713","2427.800498","2760","0","14271","11893","11892","11837","11678","No",NA,97.1756620851492,"RADDL4B-23-065__rabv_4b_2025_r10_run7__instance2.fasta","Primer optimisation tests",NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-184","M-135",NA,"Dog",NA,2024-11-19,NA,"Bangbang","Gasan","Marinduque","MIMIROPA",13.343593,121.838409,"speedier",NA,NA,0.9887696949,"1","rabv_4b_2025_r10_run5","1","29-May-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAZ08077",NA,"Amplicon","barcode59",NA,"Single run",NA,"9755","8254","323.2110292","316.7913143","229","0","1595","11887","11682","11509","9160","No","NA",95.2815957090178,"RADDL4B-24-184__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-184","M-135",NA,"Dog",NA,2024-11-19,NA,"Bangbang","Gasan","Marinduque","MIMIROPA",13.343593,121.838409,"speedier",NA,NA,0.9887696949,"2","rabv_4b_2025_r10_run7","2","8/14/25","RITM",NA,NA,"Nanopore","rabvSEasia_tests",NA,"Minion","FAY40590",NA,"Amplicon","barcode33",NA,NA,NA,"67595","64343","2528.171472","1748.59278","1958","0","9031","11898","11896","11885","11675","No",NA,98.8769694937982,"RADDL4B-24-184__rabv_4b_2025_r10_run7__instance2.fasta","Primer optimisation tests; RADDL4B-24-184-C",NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"4B-22-37",NA,NA,"Canis familiaris",NA,2022-10-01,NA,"San Isidro","Alcantara","Romblon","Southwestern Tagalog Region",12.29784708,122.054934,"phd",NA,NA,NA,"1","run10_23","1","2/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAU43074",NA,"Amplicon","barcode14",NA,"Single run",NA,"42907","42907","1589.750251","788.4247775","1505","0","3466","11787","11676","11676","11676","No","PP858772",97.1505196111297,"4B-22-37__run10_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"4B-22-39",NA,NA,"Canis familiaris",NA,2022-10-21,NA,"San Isidro","Alcantara","Romblon","Southwestern Tagalog Region",12.29784708,122.054934,"phd",NA,NA,NA,"1","run10_23","1","2/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAU43074",NA,"Amplicon","barcode15",NA,"Single run",NA,"41968","41968","1449.961197","851.9478314","1259.5","0","3429","11712","11678","11676","11370","No","PP858770",97.1756620851492,"4B-22-39__run10_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"4B-22-41",NA,NA,"Canis familiaris",NA,2022-11-24,NA,"Dapawan","Odiongan","Romblon","Southwestern Tagalog Region",12.39865996,122.0177701,"phd",NA,NA,NA,"1","run5_22","1","11/12/22","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAU03787",NA,"Amplicon","barcode69",NA,"Single run",NA,"63086","63086","2082.013326","1327.846029","1920.5","0","5888","11686","11685","11482","11172","No","PP858764",94.4854173650687,"4B-22-41__run5_22__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"4B-22-42",NA,NA,"Canis familiaris",NA,2022-11-26,NA,"Bonlao","Alcantara","Romblon","Southwestern Tagalog Region",12.29784708,122.054934,"phd",NA,NA,NA,"1","run5_22","1","11/12/22","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAU03787",NA,"Amplicon","barcode70",NA,"Single run",NA,"80686","80686","2841.937395","1516.863432","2763","0","6819","11829","11710","11684","11676","No","PP858775",97.2427086825344,"4B-22-42__run5_22__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"4B-22-44",NA,NA,"Canis familiaris",NA,2022-12-11,NA,"Dapawan","Odiongan","Romblon","Southwestern Tagalog Region",12.39865996,122.0177701,"phd",NA,NA,NA,"1","run10_23","1","2/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAU43074",NA,"Amplicon","barcode16",NA,"Single run",NA,"73209","73209","2364.5176","1418.94092","2217","0","6259","11865","11698","11677","11668","No","PP858754",97.1756620851492,"4B-22-44__run10_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"4B-22-45",NA,NA,"Canis familiaris",NA,2022-12-12,NA,"Concepcion Sur","Santa Maria","Romblon","Southwestern Tagalog Region",12.40310216,122.0836566,"phd",NA,NA,NA,"1","run10_23","1","2/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAU43074",NA,"Amplicon","barcode17",NA,"Single run",NA,"60931","60931","1958.844703","1171.851007","1813","0","5036","11702","11684","11677","11496","No","PP858773",97.1421387864566,"4B-22-45__run10_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"4B-23-01",NA,NA,"Canis familiaris",NA,2023-01-20,NA,"Concepcion Norte","Santa Maria","Romblon","Southwestern Tagalog Region",12.40310216,122.0836566,"phd",NA,NA,NA,"1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAT89919",NA,"Amplicon","barcode71",NA,"Single run",NA,"148701","148701","5251.437395","2650.492012","4972","0","13542","11898","11784","11678","11676","No","PP858753",97.2091853838418,"4B-23-01__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"4B-23-02",NA,NA,"Canis familiaris",NA,2023-01-13,NA,"Dapawan","Odiongan","Romblon","Southwestern Tagalog Region",12.39865996,122.0177701,"phd",NA,NA,NA,"1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAT89919",NA,"Amplicon","barcode72",NA,"Single run",NA,"56689","56689","2863.912085","1190.82322","2785","0","6053","11891","11777","11677","11676","No","PP858752",97.1924237344955,"4B-23-02__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"4B-23-03",NA,NA,"Canis familiaris",NA,2023-01-22,NA,"Sugod","San Agustin","Romblon","Southwestern Tagalog Region",12.55403552,122.1124048,"phd",NA,NA,NA,"1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAT89919",NA,"Amplicon","barcode73",NA,"Single run",NA,"71238","71238","2897.844368","1434.011117","2809","0","6846","11893","11886","11884","11676","No","PP858771",98.9523969158565,"4B-23-03__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"4B-23-04",NA,NA,"Canis familiaris",NA,2023-01-31,NA,"Carmen","San Agustin","Romblon","Southwestern Tagalog Region",12.55403552,122.1124048,"phd",NA,NA,NA,"1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAT89919",NA,"Amplicon","barcode74",NA,"Single run",NA,"115937","115937","4400.248408","2205.341577","4264","0","11035","11899","11887","11884","11676","No","PP858765",98.9272544418371,"4B-23-04__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"4B-23-05",NA,NA,"Canis familiaris",NA,2023-01-20,NA,"Sugod","San Agustin","Romblon","Southwestern Tagalog Region",12.55403552,122.1124048,"phd",NA,NA,NA,"1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAT89919",NA,"Amplicon","barcode75",NA,"Single run",NA,"63730","63730","2266.908314","1252.288002","2183","0","5680","11893","11793","11699","11676","No","PP858750",97.1169963124371,"4B-23-05__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"4B-23-06",NA,NA,"Canis familiaris",NA,2023-02-02,NA,"Concepcion Norte","Santa Maria","Romblon","Southwestern Tagalog Region",12.40310216,122.0836566,"phd",NA,NA,NA,"1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAT89919",NA,"Amplicon","barcode76",NA,"Single run",NA,"22835","22835","1031.598475","530.3200312","926","0","2574","11733","11678","11676","11672","No","PP858749",97.1840429098223,"4B-23-06__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"4B-23-07",NA,NA,"Canis familiaris",NA,2023-02-07,NA,"Concepcion Sur","Santa Maria","Romblon","Southwestern Tagalog Region",12.40310216,122.0836566,"phd",NA,NA,NA,"1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAT89919",NA,"Amplicon","barcode77",NA,"Single run",NA,"21344","21344","883.6055146","488.8536643","784","0","2122","11886","11777","11677","11671","No","PP858755",97.1840429098223,"4B-23-07__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"4B-23-11",NA,NA,"Canis familiaris",NA,2023-02-07,NA,"Jun Carlo","San Andres","Romblon","Southwestern Tagalog Region",12.53642104,122.0469478,"phd",NA,NA,NA,"1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAT89919",NA,"Amplicon","barcode78",NA,"Single run",NA,"97843","97843","4284.652447","1887.091052","4294","0","9284","11894","11866","11712","11676","No","PP858763",97.1840429098223,"4B-23-11__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"4B-23-12",NA,NA,"Canis familiaris",NA,2023-02-14,NA,"Concepcion Norte","Santa Maria","Romblon","Southwestern Tagalog Region",12.40310216,122.0836566,"phd",NA,NA,NA,"1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAT89919",NA,"Amplicon","barcode79",NA,"Single run",NA,"5356","5356","209.0664599","95.58894212","208","0","473","11881","11677","11676","9940","No","PP858757",97.1589004358029,"4B-23-12__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"4B-23-13",NA,NA,"Canis familiaris",NA,2023-02-09,NA,"Rizal","Odiongan","Romblon","Southwestern Tagalog Region",12.39865996,122.0177701,"phd",NA,NA,NA,"1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAT89919",NA,"Amplicon","barcode80",NA,"Single run",NA,"72962","72962","2447.54534","1698.6457","2115.5","0","7764","11814","11716","11681","11488","No","PP858758",97.2008045591686,"4B-23-13__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"4B-23-15",NA,NA,"Canis familiaris",NA,2023-02-16,NA,"Poctoy","Odiongan","Romblon","Southwestern Tagalog Region",12.39865996,122.0177701,"phd",NA,NA,NA,"1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAT89919",NA,"Amplicon","barcode81",NA,"Single run",NA,"68151","68151","2674.935049","1361.523071","2493","0","6541","11895","11783","11681","11676","No","PP858760",97.1421387864566,"4B-23-15__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"4B-23-16",NA,NA,"Canis familiaris",NA,2023-02-28,NA,"Dapawan","Odiongan","Romblon","Southwestern Tagalog Region",12.39865996,122.0177701,"phd",NA,NA,NA,"1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAT89919",NA,"Amplicon","barcode82",NA,"Single run",NA,"79568","79568","3032.704911","1580.393229","2876.5","0","7403","11892","11789","11708","11675","No","PP858768",97.1756620851492,"4B-23-16__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"4B-23-17",NA,NA,"Canis familiaris",NA,2023-03-01,NA,"Poctoy","Odiongan","Romblon","Southwestern Tagalog Region",12.39865996,122.0177701,"phd",NA,NA,NA,"1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAT89919",NA,"Amplicon","barcode83",NA,"Single run",NA,"54399","54399","3176.05171","1174.478951","3170","0","6162","11898","11782","11677","11676","No","PP858774",97.1589004358029,"4B-23-17__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"4B-23-19",NA,NA,"Canis familiaris",NA,2023-03-01,NA,"Mahabang Baybay","San Agustin","Romblon","Southwestern Tagalog Region",12.55403552,122.1124048,"phd",NA,NA,NA,"1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAT89919",NA,"Amplicon","barcode84",NA,"Single run",NA,"99762","99762","3882.936557","2003.076178","3842.5","0","9493","11890","11780","11686","11676","No","PP858756",97.167281260476,"4B-23-19__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"H-23-011Sk_12",NA,NA,"Homo sapiens",NA,2023-02-02,NA,"Concepcion Sur","Santa Maria","Romblon","Southwestern Tagalog Region",12.40310216,122.0836566,"phd",NA,NA,NA,"1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAT89919",NA,"Amplicon","barcode92",NA,"Single run",NA,"19329","19329","626.5606772","537.1848781","543","0","2432","11206","11174","10734","9251","No","PP858762",88.0992289641301,"H-23-011Sk_12__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"Z-22-103",NA,NA,"Canis familiaris",NA,2022-11-21,NA,"Paroyhog","Santa Maria","Romblon","Southwestern Tagalog Region",12.40310216,122.0836566,"phd",NA,NA,NA,"1","run5_22","1","11/12/22","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAU03787",NA,"Amplicon","barcode71",NA,"Single run",NA,"44564","44564","2457.108699","990.3865856","2418","0","4950","11699","11678","11676","11676","No","PP858759",97.1840429098223,"Z-22-103__run5_22__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"Z-22-119",NA,NA,"Canis familiaris",NA,2022-12-28,NA,"Tulay","Odiongan","Romblon","Southwestern Tagalog Region",12.39865996,122.0177701,"phd",NA,NA,NA,"1","run10_23","1","2/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAU43074",NA,"Amplicon","barcode18",NA,"Single run",NA,"42662","42662","1432.834311","847.1675469","1333","0","3699","11879","11679","11676","11498","No","PP858751",97.0667113643983,"Z-22-119__run10_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"Z-22-121",NA,NA,"Canis familiaris",NA,2022-12-19,NA,"Carmen","San Agustin","Romblon","Southwestern Tagalog Region",12.55403552,122.1124048,"phd",NA,NA,NA,"1","run10_23","1","2/3/23","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAU43074",NA,"Amplicon","barcode19",NA,"Single run",NA,"23961","23961","755.3421053","615.4483711","683.5","0","2963","11370","10907","10896","9932","No","PP858766",90.0351994636272,"Z-22-121__run10_230__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
