"","sample_id","redcap_repeat_instance","ngs_runid","duplicate_id","ngs_rundate","ngs_location","ngs_provider","ngs_submission","ngs_platform","primer_scheme","nanopore_platform","ngs_flowcell","illumina_platform","ngs_prep","ngs_barcode","ngs_library","ngs_analysis_type","ngs_merged_from","total_reads","mapped_reads","mean_depth","stdev_depth","median_depth","minimum_reads","maximum_reads","genomecov_depthx1","genomecov_depthx5","genomecov_depthx20","genomecov_depthx100","negative_control_sample","genbank_accession","consensus_coverage","consensus_fasta","ngs_notes","sample_labid","sample_sequenceid","sample_batchid","apha_sub","apha_rv","sample_tissuetype","sample_buffer","country","hmpcr_n405","rtassay","rtqpcr","lateral_flow_test","fat","drit","diagnostic_result","test_centre","diag_notes"
"85","R5-21-136","1","run11_23","1","6/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT96586",NA,"Amplicon","barcode32",NA,"Single run",NA,"76031","76031","3567.293245","1806.053784","3384.5","0","8004","11894","11886","11689","11674","No","NA","11601","R5-21-136__run11_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"86","R5-21-140","1","run11_23","1","6/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT96586",NA,"Amplicon","barcode33",NA,"Single run",NA,"127216","127216","5249.104928","2846.126167","4664.5","0","13563","11900","11888","11886","11886","No","NA","11800","R5-21-140__run11_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"87","R5-22-008","1","run11_23","1","6/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT96586",NA,"Amplicon","barcode34",NA,"Single run",NA,"103037","103037","3400.954827","2328.702092","2873","0","10293","11783","11678","11677","11458","No","NA","11596","R5-22-008__run11_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"88","R5-22-09","1","run5_21","1","1/3/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ67517",NA,"Amplicon","barcode11",NA,"Single run",NA,"50180","50180","2903.58582","932.0254402","2867","0","5291","11893","11888","11885","11884","No","NA","11802","R5-22-09__run5_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"89","R6-21-4343","1","run11_23","1","6/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT96586",NA,"Amplicon","barcode35",NA,"Single run",NA,"90441","90441","3976.518689","2166.584121","3497","0","10524","11861","11799","11712","11676","No","NA","11591","R6-21-4343__run11_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"90","R6-21-4375","1","run11_23","1","6/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT96586",NA,"Amplicon","barcode36",NA,"Single run",NA,"203788","203788","7042.236172","4489.993861","6721","0","18057","11718","11679","11676","11522","No","NA","11573","R6-21-4375__run11_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"91","R6-21-4511","1","run3_21","1","17/02/2022","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ67614",NA,"Amplicon","barcode13",NA,"Single run",NA,"189873","189873","6961.801291","3373.810536","6576.5","0","16090","11893","11811","11676","11676","No","NA","11589","R6-21-4511__run3_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"92","R6-21-4600","1","run3_21","1","17/02/2022","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ67614",NA,"Amplicon","barcode25",NA,"Single run",NA,"129092","129092","4957.942424","2736.298895","4726.5","0","12954","11906","11677","11676","11480","No","NA","11586","R6-21-4600__run3_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"93","R6-4342","1","run5_21","1","1/3/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ67517",NA,"Amplicon","barcode12",NA,"Single run",NA,"30225","30225","1875.01584","655.9218054","1860","0","3708","11706","11678","11676","11676","No","NA","11539","R6-4342__run5_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"94","R6-4568","1","run5_21","1","1/3/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ67517",NA,"Amplicon","barcode13",NA,"Single run",NA,"63047","63047","2987.019024","1304.903897","2958","0","7016","11891","11822","11676","11676","No","NA","11569","R6-4568__run5_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"95","R7-21-149","1","run11_23","1","6/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT96586",NA,"Amplicon","barcode37",NA,"Single run",NA,"77319","77319","3807.744636","1884.321183","3486","0","9296","11858","11783","11693","11676","No","NA","11540","R7-21-149__run11_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"96","R7-21-161","1","run11_23","1","6/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT96586",NA,"Amplicon","barcode38",NA,"Single run",NA,"202645","202645","6757.399598","6037.869055","4963.5","0","27416","11517","11483","11275","10700","No","NA","11353","R7-21-161__run11_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"97","R9-010","1","run5_21","1","1/3/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ67517",NA,"Amplicon","barcode14",NA,"Single run",NA,"53625","53625","2607.197285","1118.021451","2587","0","5972","11862","11690","11676","11676","No","NA","11574","R9-010__run5_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"98","R9-074","1","run5_21","1","1/3/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ67517",NA,"Amplicon","barcode15",NA,"Single run",NA,"63092","63092","2972.659403","1326.172705","2926","0","7088","11899","11885","11677","11676","No","NA","11585","R9-074__run5_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"99","R9-089","1","run5_21","1","1/3/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ67517",NA,"Amplicon","barcode16",NA,"Single run",NA,"109806","109806","3810.859621","2448.353901","3877","0","9691","11886","11885","11480","11137","No","NA","11291","R9-089__run5_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"100","R9-105","1","run5_21","1","1/3/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ67517",NA,"Amplicon","barcode17",NA,"Single run",NA,"41899","41899","2224.175243","908.1496533","2210","0","4646","11891","11886","11885","11676","No","NA","11734","R9-105__run5_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"101","R10-688","1","run3_22","1","4/11/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU42532",NA,"Amplicon","barcode63",NA,"Single run",NA,"21710","21710","1010.325679","448.1341418","1056","0","2232","11690","11678","11675","11474","No","NA","11560","R10-688__run3_22__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"102","R10-711","1","run3_22","1","4/11/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU42532",NA,"Amplicon","barcode65",NA,"Single run",NA,"24065","24065","938.4233155","478.3338488","969","0","2383","11704","11698","11498","11483","No","NA","11330","R10-711__run3_22__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"103","R10-714","1","run5_21","1","1/3/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ67517",NA,"Amplicon","barcode18",NA,"Single run",NA,"30540","30540","1827.797016","816.4748489","1858","0","3500","11677","11676","11676","11676","No","NA","11550","R10-714__run5_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"104","R10-824","1","run3_22","1","4/11/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU42532",NA,"Amplicon","barcode66",NA,"Single run",NA,"11985","11985","581.1174992","270.7452706","577","0","1216","11683","11677","11674","11456","No","NA","11476","R10-824__run3_22__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"105","R10-856","1","run3_22","1","4/11/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU42532",NA,"Amplicon","barcode64",NA,"Single run",NA,"22239","22239","914.2749749","474.0289324","940","0","2459","11690","11677","11475","11417","No","NA","11281","R10-856__run3_22__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"106","R10-907","1","run5_21","1","1/3/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ67517",NA,"Amplicon","barcode19",NA,"Single run",NA,"47361","47361","2457.926835","989.8736028","2419","0","5064","11699","11683","11676","11676","No","NA","11558","R10-907__run5_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"107","R10-920","1","run3_21","1","17/02/2022","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ67614",NA,"Amplicon","barcode85",NA,"Single run",NA,"51668","51668","2957.091016","1137.177129","2903.5","0","5537","11766","11679","11676","11676","No","NA","11572","R10-920__run3_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"108","R10-989","1","run3_22","1","4/11/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU42532",NA,"Amplicon","barcode67",NA,"Single run",NA,"16112","16112","712.6129735","363.2364522","711","0","1812","11872","11677","11648","11179","No","NA","11337","R10-989__run3_22__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"109","R10-990","1","run3_22","1","4/11/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU42532",NA,"Amplicon","barcode68",NA,"Single run",NA,"17635","17635","714.8122695","398.3772243","703","0","1957","11691","11677","11675","11190","No","NA","11562","R10-990__run3_22__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"110","R11-21-57","1","run3_21","1","17/02/2022","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ67614",NA,"Amplicon","barcode49",NA,"Single run",NA,"13","13","0.584813946","0.811098125","0","0","4","4863","0","0","0","No","NA","-9","R11-21-57__run3_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"111","R11-21-61","1","run3_21","1","17/02/2022","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ67614",NA,"Amplicon","barcode61",NA,"Single run",NA,"181394","181394","6889.439574","3764.398249","6839.5","0","17078","11917","11887","11886","11879","No","NA","11800","R11-21-61__run3_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"112","R11-21-63","1","run3_21","1","17/02/2022","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ67614",NA,"Amplicon","barcode73",NA,"Single run",NA,"80422","80422","4466.344284","1842.311676","4452.5","0","7854","11846","11677","11676","11606","No","NA","11591","R11-21-63__run3_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"113","R11-22-001","1","run11_23","1","6/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT96586",NA,"Amplicon","barcode39",NA,"Single run",NA,"96805","96805","3644.51584","2564.535568","3168.5","0","10174","11889","11884","11695","11676","No","NA","11563","R11-22-001__run11_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"114","R11-22-002","1","run11_23","1","6/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT96586",NA,"Amplicon","barcode40",NA,"Single run",NA,"75418","75418","2972.628059","1970.793992","2591.5","0","7420","11895","11885","11797","11656","No","NA","11730","R11-22-002__run11_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"115","RADDL1-16-153","1","run3_22","1","4/11/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU42532",NA,"Amplicon","barcode56",NA,"Single run",NA,"15167","15167","719.5216225","309.3458058","694","0","1529","11690","11676","11676","11658","No","NA","11598","RADDL1-16-153__run3_22__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"116","RADDL1-16-154","1","ritm_archive2-nb22","1","29-Mar-19","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAK63189",NA,"Amplicon","NB04",NA,"Single run",NA,"2643","2622",NA,NA,NA,NA,NA,"11872.34",NA,"11347.332","4760.868","No","MN726857","11553","RADDL1-16-154__ritm_archive2_nb22__instance1.fasta",NA,"28","RADDL1-16-154",NA,NA,NA,"Brain","No_buffer_fresh_stored_at_-80","PHL: Philippines",NA,NA,NA,NA,"Positive",NA,"Positive","RITM",NA
"117","RADDL1-16-166","1","run3_22","1","4/11/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU42532",NA,"Amplicon","barcode59",NA,"Single run",NA,"23234","23234","783.4859202","419.0152039","739","0","2036","11690","11605","11495","11290","No","NA","11357","RADDL1-16-166__run3_22__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"118","RADDL3-15-172","2","run2_21","2","29/10/2021","RITM",NA,NA,"Nanopore","rabvSEasia","Minion",NA,NA,"Amplicon","barcode06",NA,"Single run",NA,"130863","130863","5353.908146","2319.525117","4992","0","12013","11897","11854","11742","11676","No",NA,"11592","RADDL3-15-172__run2_21__instance2.fasta",NA,NA,"RADDL3-15-172",NA,NA,NA,"Brain","No_buffer_fresh_stored_at_-80","PHL: Philippines",NA,NA,NA,NA,"Positive",NA,"Positive","RITM",NA
"119","RADDL3-16-468","1","run2_21","1","29/10/2021","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ75669",NA,"Amplicon","barcode20",NA,"Single run",NA,"162858","162858","7481.750503","3053.867492","6949","0","15503","11851","11677","11676","11676","No","NA","11592","RADDL3-16-468__run2_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"120","RADDL3-16-521","1","run3_22","1","4/11/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU42532",NA,"Amplicon","barcode55",NA,"Single run",NA,"15946","15946","656.3103419","290.5728385","657","0","1572","11683","11677","11676","11477","No","NA","11594","RADDL3-16-521__run3_22__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"121","RADDL3-16-627","1","run1_21","1","26/10/2021","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ75669",NA,"Amplicon","barcode01",NA,"Single run",NA,"167345","167345","5842.952984","3996.535397","5980.5","0","18562","11795","11689","11675","11496","No","NA","11365","RADDL3-16-627__run1_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"122","RADDL3-16-1008","1","run3_22","1","4/11/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU42532",NA,"Amplicon","barcode58",NA,"Single run",NA,"18146","18146","727.1340094","359.4906352","685.5","0","1675","11877","11680","11676","11167","No","NA","11580","RADDL3-16-1008__run3_22__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"123","RADDL3-845","2","run2_21","2","29/10/2021","RITM",NA,NA,"Nanopore","rabvSEasia","Minion",NA,NA,"Amplicon","barcode08",NA,"Single run",NA,"39173","39173","1756.317801","779.9229463","1652","0","4055","11886","11677","11676","11676","No",NA,"11588","RADDL3-845__run2_21__instance2.fasta",NA,"31","RADDL3-845",NA,NA,NA,"Brain","No_buffer_fresh_stored_at_-80","PHL: Philippines",NA,NA,NA,NA,"Positive",NA,"Positive","RITM",NA
"124","RADDL3-1038","1","ritm_archive2-nb22","1","29-Mar-19","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAK63189",NA,"Amplicon","NB03",NA,"Single run",NA,"2203","2197",NA,NA,NA,NA,NA,"11657.564",NA,"10750.732","3138.116","No","MN726850","11653","RADDL3-1038__ritm_archive2_nb22__instance1.fasta",NA,"27","RADDL3-1038",NA,NA,NA,"Brain","No_buffer_fresh_stored_at_-80","PHL: Philippines",NA,NA,NA,NA,"Positive",NA,"Positive","RITM",NA
"125","RADDL3-1045","2","run2_21","2","29/10/2021","RITM",NA,NA,"Nanopore","rabvSEasia","Minion",NA,NA,"Amplicon","barcode07",NA,"Single run",NA,"235100","235100","7910.868337","4137.48131","7350","0","20745","11896","11894","11680","11676","No","MN726863","11596","RADDL3-1045.fasta",NA,"26","RADDL3-1045",NA,NA,NA,"Brain","No_buffer_fresh_stored_at_-80","PHL: Philippines",NA,NA,NA,NA,"Positive",NA,"Positive","RITM",NA
"126","RADDL4B-23-037","1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28401",NA,"Amplicon","barcode25",NA,"Single run",NA,"3914","3477","145.7794167","153.9687036","83","0","808","11891","11884","11439","5408","No","NA","10000","RADDL4B-23-037__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"127","RADDL4B-23-042","1","RabV_4B_2025_R10_run1","1","11-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAZ05819",NA,"Amplicon","barcode01",NA,"Single run",NA,"47022","43426","1602.878813","1460.414938","1201","0","8015","11890","11888","11886","11869","No","NA","11793","RADDL4B-23-042__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"128","RADDL4B-23-044","1","RabV_4B_2025_R10_run1","1","11-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAZ05819",NA,"Amplicon","barcode02",NA,"Single run",NA,"43545","40593","1480.731311","1301.495082","959","0","5605","11898","11889","11886","11713","No","NA","11804","RADDL4B-23-044__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"129","RADDL4B-23-045","1","RabV_4B_2025_R10_run1","1","11-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAZ05819",NA,"Amplicon","barcode03",NA,"Single run",NA,"15902","13511","623.8164599","510.4828298","504","0","2333","11890","11889","11885","11461","No","NA","11793","RADDL4B-23-045__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"130","RADDL4B-23-046","1","RabV_4B_2025_R10_run1","1","11-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAZ05819",NA,"Amplicon","barcode04",NA,"Single run",NA,"29480","27695","1013.972259","1059.870506","495.5","0","5065","11910","11889","11883","11158","No","NA","11794","RADDL4B-23-046__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"131","RADDL4B-23-047","1","RabV_4B_2025_R10_run1","1","11-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAZ05819",NA,"Amplicon","barcode05",NA,"Single run",NA,"31992","29470","1057.55062","975.2628201","613","0","4010","11899","11890","11884","11274","No","NA","11794","RADDL4B-23-047__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"132","RADDL4B-23-049","1","RabV_4B_2025_R10_run1","1","11-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAZ05819",NA,"Amplicon","barcode06",NA,"Single run",NA,"81803","75736","2750.207593","2290.911446","1820","0","9571","11908","11898","11888","11879","No","NA","11800","RADDL4B-23-049__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"133","RADDL4B-23-052","1","RabV_4B_2025_R10_run1","1","11-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAZ05819",NA,"Amplicon","barcode07",NA,"Single run",NA,"35408","33197","1195.444351","1207.713891","805","0","5426","11893","11887","11884","11344","No","NA","11797","RADDL4B-23-052__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"134","RADDL4B-23-053","1","RabV_4B_2025_R10_run1","1","11-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAZ05819",NA,"Amplicon","barcode08",NA,"Single run",NA,"6831","6221","214.6910828","265.4794912","134","0","1517","11886","11675","11100","6879","No","NA","10222","RADDL4B-23-053__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"135","RADDL4B-23-056","1","RabV_4B_2025_R10_run1","1","11-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAZ05819",NA,"Amplicon","barcode09",NA,"Single run",NA,"43074","39864","1437.584395","1519.120343","914","0","8527","11896","11887","11887","11471","No","NA","11791","RADDL4B-23-056__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"136","RADDL4B-23-057","1","rabv_4b_2025_run1","1","9-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode73",NA,"Single run",NA,"10323","9685","581.4674824","511.0859431","469","0","3503","11894","11893","11885","11871","No","NA","11797","RADDL4B-23-057__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"137","RADDL4B-23-058","1","RabV_4B_2025_R10_run1","1","11-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAZ05819",NA,"Amplicon","barcode10",NA,"Single run",NA,"14858","13711","479.5644485","488.4045069","346","0","2601","11889","11886","11589","9720","No","NA","11318","RADDL4B-23-058__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"138","RADDL4B-23-060","1","rabv_4b_2024_run10","1","26-Nov-2024","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU49052",NA,"Amplicon","barcode51",NA,"Single run",NA,"8658","8362","309.9566711","308.3000911","176.5","0","1770","11893","11887","11877","9229","No","NA","11593","RADDL4B-23-060__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"139","RADDL4B-23-061","1","rabv_4b_2024_run10","1","26-Nov-2024","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU49052",NA,"Amplicon","barcode52",NA,"Single run",NA,"16895","14721","822.572997","497.680495","742","0","2559","11896","11891","11886","11881","No","NA","11795","RADDL4B-23-061__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"140","RADDL4B-23-064","1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28401",NA,"Amplicon","barcode26",NA,"Single run",NA,"4781","4236","160.2914013","157.3518048","95","0","657","11888","11730","11319","5684","No","NA","9496","RADDL4B-23-064__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"141","RADDL4B-23-065","1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28401",NA,"Amplicon","barcode27",NA,"Single run",NA,"1881","1639","65.36347637","80.23075565","37","0","405","11893","11688","8246","2146","No","NA","5776","RADDL4B-23-065__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"142","RADDL4B-23-069","1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28401",NA,"Amplicon","barcode28",NA,"Single run",NA,"2220","1995","83.54307744","92.26238074","56","0","487","11887","11831","10305","2793","No","NA","8222","RADDL4B-23-069__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
