"psgc_10","barangay_id","barangay_std","municipality_std","province_std"
"1400119004","00119004","ocup","Pilar","Abra"
"1400119005","00119005","dalit","Pilar","Abra"
"1400119006","00119006","dintan","Pilar","Abra"
"1400119007","00119007","gapang","Pilar","Abra"
"1400119008","00119008","kinabiti","Pilar","Abra"
"1400119009","00119009","maliplipit","Pilar","Abra"
"1400119010","00119010","nagcanasan","Pilar","Abra"
"1400119011","00119011","nanangduan","Pilar","Abra"
"1400119012","00119012","narnara","Pilar","Abra"
"1400119014","00119014","pang ot","Pilar","Abra"
"1400119015","00119015","patad","Pilar","Abra"
"1400119016","00119016","poblacion","Pilar","Abra"
"1400119017","00119017","san juan east","Pilar","Abra"
"1400119018","00119018","san juan west","Pilar","Abra"
"1400119019","00119019","south balioag","Pilar","Abra"
"1400119020","00119020","tikitik","Pilar","Abra"
"1400119021","00119021","villavieja","Pilar","Abra"
"1400120001","00120001","bazar","Sallapadan","Abra"
"1400120002","00120002","bilabila","Sallapadan","Abra"
"1400120003","00120003","gangal","Sallapadan","Abra"
"1400120004","00120004","maguyepyep","Sallapadan","Abra"
"1400120005","00120005","naguilian","Sallapadan","Abra"
"1400120006","00120006","saccaang","Sallapadan","Abra"
"1400120007","00120007","sallapadan","Sallapadan","Abra"
"1400120008","00120008","subusob","Sallapadan","Abra"
"1400120009","00120009","ud udiao","Sallapadan","Abra"
"1400121001","00121001","cabayogan","San Isidro","Abra"
"1400121002","00121002","dalimag","San Isidro","Abra"
"1400121003","00121003","langbaban","San Isidro","Abra"
"1400121004","00121004","manayday","San Isidro","Abra"
"1400121007","00121007","pantoc","San Isidro","Abra"
"1400121008","00121008","poblacion","San Isidro","Abra"
"1400121010","00121010","sabtan olo","San Isidro","Abra"
"1400121012","00121012","san marcial","San Isidro","Abra"
"1400121013","00121013","tangbao","San Isidro","Abra"
"1400122001","00122001","abualan","San Juan","Abra"
"1400122002","00122002","ba ug","San Juan","Abra"
"1400122003","00122003","badas","San Juan","Abra"
"1400122004","00122004","cabcaborao","San Juan","Abra"
"1400122005","00122005","colabaoan","San Juan","Abra"
"1400122006","00122006","culiong","San Juan","Abra"
"1400122007","00122007","daoidao","San Juan","Abra"
"1400122008","00122008","guimba","San Juan","Abra"
"1400122009","00122009","lam ag","San Juan","Abra"
"1400122010","00122010","lumobang","San Juan","Abra"
"1400122011","00122011","nangobongan","San Juan","Abra"
"1400122012","00122012","pattaoig","San Juan","Abra"
"1400122013","00122013","poblacion north","San Juan","Abra"
"1400122014","00122014","poblacion south","San Juan","Abra"
"1400122015","00122015","quidaoen","San Juan","Abra"
"1400122016","00122016","sabangan","San Juan","Abra"
"1400122017","00122017","silet","San Juan","Abra"
"1400122018","00122018","supi il","San Juan","Abra"
"1400122019","00122019","tagaytay","San Juan","Abra"
"1400123001","00123001","labaan","San Quintin","Abra"
"1400123002","00123002","palang","San Quintin","Abra"
"1400123003","00123003","pantoc","San Quintin","Abra"
"1400123004","00123004","poblacion","San Quintin","Abra"
"1400123005","00123005","tangadan","San Quintin","Abra"
"1400123006","00123006","villa mercedes","San Quintin","Abra"
"1400124001","00124001","bagalay","Tayum","Abra"
"1400124002","00124002","basbasa","Tayum","Abra"
"1400124003","00124003","budac","Tayum","Abra"
"1400124004","00124004","bumagcat","Tayum","Abra"
"1400124005","00124005","cabaroan","Tayum","Abra"
"1400124006","00124006","deet","Tayum","Abra"
"1400124007","00124007","gaddani","Tayum","Abra"
"1400124008","00124008","patucannay","Tayum","Abra"
"1400124009","00124009","pias","Tayum","Abra"
"1400124010","00124010","poblacion","Tayum","Abra"
"1400124011","00124011","velasco","Tayum","Abra"
"1400125001","00125001","poblacion","Tineg","Abra"
"1400125002","00125002","alaoa","Tineg","Abra"
"1400125003","00125003","anayan","Tineg","Abra"
"1400125004","00125004","apao","Tineg","Abra"
"1400125005","00125005","belaat","Tineg","Abra"
"1400125006","00125006","caganayan","Tineg","Abra"
"1400125007","00125007","cogon","Tineg","Abra"
"1400125008","00125008","lanec","Tineg","Abra"
"1400125009","00125009","lapat balantay","Tineg","Abra"
"1400125010","00125010","naglibacan","Tineg","Abra"
"1400126001","00126001","alangtin","Tubo","Abra"
"1400126002","00126002","amtuagan","Tubo","Abra"
"1400126003","00126003","dilong","Tubo","Abra"
"1400126004","00126004","kili","Tubo","Abra"
"1400126005","00126005","poblacion","Tubo","Abra"
"1400126006","00126006","supo","Tubo","Abra"
"1400126007","00126007","tiempo","Tubo","Abra"
"1400126008","00126008","tubtuba","Tubo","Abra"
"1400126009","00126009","wayangan","Tubo","Abra"
"1400126010","00126010","tabacda","Tubo","Abra"
"1400127001","00127001","ap apaya","Villaviciosa","Abra"
"1400127002","00127002","bol lilising","Villaviciosa","Abra"
"1400127003","00127003","cal lao","Villaviciosa","Abra"
"1400127004","00127004","lap lapog","Villaviciosa","Abra"
"1400127005","00127005","lumaba","Villaviciosa","Abra"
"1400127006","00127006","poblacion","Villaviciosa","Abra"
"1400127007","00127007","tamac","Villaviciosa","Abra"
"1400127008","00127008","tuquib","Villaviciosa","Abra"
"1401101001","01101001","abiang","Atok","Benguet"
"1401101002","01101002","caliking","Atok","Benguet"
"1401101003","01101003","cattubo","Atok","Benguet"
"1401101004","01101004","naguey","Atok","Benguet"
"1401101005","01101005","paoay","Atok","Benguet"
"1401101006","01101006","pasdong","Atok","Benguet"
"1401101007","01101007","poblacion","Atok","Benguet"
"1401101008","01101008","topdac","Atok","Benguet"
"1401103001","01103001","ampusongan","Bakun","Benguet"
"1401103002","01103002","bagu","Bakun","Benguet"
"1401103004","01103004","dalipey","Bakun","Benguet"
"1401103005","01103005","gambang","Bakun","Benguet"
"1401103007","01103007","kayapa","Bakun","Benguet"
"1401103009","01103009","poblacion","Bakun","Benguet"
"1401103010","01103010","sinacbat","Bakun","Benguet"
"1401104001","01104001","ambuclao","Bokod","Benguet"
"1401104002","01104002","bila","Bokod","Benguet"
"1401104003","01104003","bobok bisal","Bokod","Benguet"
"1401104004","01104004","daclan","Bokod","Benguet"
"1401104005","01104005","ekip","Bokod","Benguet"
"1401104006","01104006","karao","Bokod","Benguet"
"1401104007","01104007","nawal","Bokod","Benguet"
"1401104008","01104008","pito","Bokod","Benguet"
"1401104009","01104009","poblacion","Bokod","Benguet"
"1401104010","01104010","tikey","Bokod","Benguet"
"1401105001","01105001","abatan","Buguias","Benguet"
"1401105002","01105002","amgaleyguey","Buguias","Benguet"
"1401105003","01105003","amlimay","Buguias","Benguet"
"1401105004","01105004","baculongan norte","Buguias","Benguet"
"1401105006","01105006","bangao","Buguias","Benguet"
"1401105007","01105007","buyacaoan","Buguias","Benguet"
"1401105008","01105008","calamagan","Buguias","Benguet"
"1401105009","01105009","catlubong","Buguias","Benguet"
"1401105010","01105010","loo","Buguias","Benguet"
"1401105012","01105012","natubleng","Buguias","Benguet"
"1401105013","01105013","poblacion","Buguias","Benguet"
"1401105014","01105014","baculongan sur","Buguias","Benguet"
"1401105015","01105015","lengaoan","Buguias","Benguet"
"1401105016","01105016","sebang","Buguias","Benguet"
"1401106001","01106001","ampucao","Itogon","Benguet"
"1401106002","01106002","dalupirip","Itogon","Benguet"
"1401106003","01106003","gumatdang","Itogon","Benguet"
"1401106004","01106004","loacan","Itogon","Benguet"
"1401106005","01106005","poblacion","Itogon","Benguet"
"1401106006","01106006","tinongdan","Itogon","Benguet"
"1401106007","01106007","tuding","Itogon","Benguet"
"1401106008","01106008","ucab","Itogon","Benguet"
"1401106009","01106009","virac","Itogon","Benguet"
"1401107001","01107001","adaoay","Kabayan","Benguet"
"1401107002","01107002","anchukey","Kabayan","Benguet"
"1401107003","01107003","ballay","Kabayan","Benguet"
"1401107004","01107004","bashoy","Kabayan","Benguet"
"1401107005","01107005","batan","Kabayan","Benguet"
"1401107009","01107009","duacan","Kabayan","Benguet"
"1401107010","01107010","eddet","Kabayan","Benguet"
"1401107012","01107012","gusaran","Kabayan","Benguet"
"1401107013","01107013","kabayan barrio","Kabayan","Benguet"
"1401107014","01107014","lusod","Kabayan","Benguet"
"1401107016","01107016","pacso","Kabayan","Benguet"
"1401107017","01107017","poblacion","Kabayan","Benguet"
"1401107018","01107018","tawangan","Kabayan","Benguet"
"1401108001","01108001","balakbak","Kapangan","Benguet"
"1401108002","01108002","beleng belis","Kapangan","Benguet"
"1401108003","01108003","boklaoan","Kapangan","Benguet"
"1401108004","01108004","cayapes","Kapangan","Benguet"
"1401108006","01108006","cuba","Kapangan","Benguet"
"1401108008","01108008","datakan","Kapangan","Benguet"
"1401108009","01108009","gadang","Kapangan","Benguet"
"1401108010","01108010","gaswiling","Kapangan","Benguet"
"1401108011","01108011","labueg","Kapangan","Benguet"
"1401108013","01108013","paykek","Kapangan","Benguet"
"1401108014","01108014","poblacion central","Kapangan","Benguet"
"1401108015","01108015","pudong","Kapangan","Benguet"
"1401108016","01108016","pongayan","Kapangan","Benguet"
"1401108017","01108017","sagubo","Kapangan","Benguet"
"1401108018","01108018","taba ao","Kapangan","Benguet"
"1401109001","01109001","badeo","Kibungan","Benguet"
"1401109002","01109002","lubo","Kibungan","Benguet"
"1401109003","01109003","madaymen","Kibungan","Benguet"
"1401109004","01109004","palina","Kibungan","Benguet"
"1401109005","01109005","poblacion","Kibungan","Benguet"
"1401109006","01109006","sagpat","Kibungan","Benguet"
"1401109007","01109007","tacadang","Kibungan","Benguet"
"1401110001","01110001","alapang","La Trinidad","Benguet"
"1401110002","01110002","alno","La Trinidad","Benguet"
"1401110003","01110003","ambiong","La Trinidad","Benguet"
"1401110004","01110004","bahong","La Trinidad","Benguet"
"1401110005","01110005","balili","La Trinidad","Benguet"
"1401110006","01110006","beckel","La Trinidad","Benguet"
"1401110007","01110007","bineng","La Trinidad","Benguet"
"1401110008","01110008","betag","La Trinidad","Benguet"
"1401110009","01110009","cruz","La Trinidad","Benguet"
"1401110010","01110010","lubas","La Trinidad","Benguet"
"1401110011","01110011","pico","La Trinidad","Benguet"
"1401110012","01110012","poblacion","La Trinidad","Benguet"
"1401110013","01110013","puguis","La Trinidad","Benguet"
"1401110014","01110014","shilan","La Trinidad","Benguet"
"1401110015","01110015","tawang","La Trinidad","Benguet"
"1401110016","01110016","wangal","La Trinidad","Benguet"
"1401111001","01111001","balili","Mankayan","Benguet"
"1401111002","01111002","bedbed","Mankayan","Benguet"
"1401111003","01111003","bulalacao","Mankayan","Benguet"
"1401111004","01111004","cabiten","Mankayan","Benguet"
"1401111005","01111005","colalo","Mankayan","Benguet"
"1401111006","01111006","guinaoang","Mankayan","Benguet"
"1401111008","01111008","paco","Mankayan","Benguet"
"1401111009","01111009","palasaan","Mankayan","Benguet"
"1401111010","01111010","poblacion","Mankayan","Benguet"
"1401111011","01111011","sapid","Mankayan","Benguet"
"1401111012","01111012","tabio","Mankayan","Benguet"
"1401111013","01111013","taneg","Mankayan","Benguet"
"1401112002","01112002","bagong","Sablan","Benguet"
"1401112003","01112003","balluay","Sablan","Benguet"
"1401112004","01112004","banangan","Sablan","Benguet"
"1401112005","01112005","banengbeng","Sablan","Benguet"
"1401112006","01112006","bayabas","Sablan","Benguet"
"1401112007","01112007","kamog","Sablan","Benguet"
"1401112010","01112010","pappa","Sablan","Benguet"
"1401112011","01112011","poblacion","Sablan","Benguet"
"1401113001","01113001","ansagan","Tuba","Benguet"
"1401113002","01113002","camp one","Tuba","Benguet"
"1401113003","01113003","camp 3","Tuba","Benguet"
"1401113004","01113004","camp 4","Tuba","Benguet"
"1401113006","01113006","nangalisan","Tuba","Benguet"
"1401113007","01113007","poblacion","Tuba","Benguet"
"1401113008","01113008","san pascual","Tuba","Benguet"
"1401113009","01113009","tabaan norte","Tuba","Benguet"
"1401113010","01113010","tabaan sur","Tuba","Benguet"
"1401113011","01113011","tadiangan","Tuba","Benguet"
"1401113012","01113012","taloy norte","Tuba","Benguet"
"1401113013","01113013","taloy sur","Tuba","Benguet"
"1401113014","01113014","twin peaks","Tuba","Benguet"
"1401114001","01114001","ambassador","Tublay","Benguet"
"1401114002","01114002","ambongdolan","Tublay","Benguet"
"1401114003","01114003","ba ayan","Tublay","Benguet"
"1401114004","01114004","basil","Tublay","Benguet"
"1401114005","01114005","daclan","Tublay","Benguet"
"1401114006","01114006","caponga","Tublay","Benguet"
"1401114007","01114007","tublay central","Tublay","Benguet"
"1401114008","01114008","tuel","Tublay","Benguet"
"1402701001","02701001","amganad","Banaue","Ifugao"
"1402701002","02701002","anaba","Banaue","Ifugao"
"1402701003","02701003","bangaan","Banaue","Ifugao"
"1402701004","02701004","batad","Banaue","Ifugao"
"1402701005","02701005","bocos","Banaue","Ifugao"
"1402701007","02701007","banao","Banaue","Ifugao"
"1402701009","02701009","cambulo","Banaue","Ifugao"
"1402701010","02701010","ducligan","Banaue","Ifugao"
"1402701011","02701011","gohang","Banaue","Ifugao"
"1402701013","02701013","kinakin","Banaue","Ifugao"
"1402701016","02701016","poblacion","Banaue","Ifugao"
"1402701017","02701017","poitan","Banaue","Ifugao"
"1402701018","02701018","san fernando","Banaue","Ifugao"
"1402701021","02701021","balawis","Banaue","Ifugao"
"1402701022","02701022","ohaj","Banaue","Ifugao"
"1402701023","02701023","tam an","Banaue","Ifugao"
"1402701024","02701024","view point","Banaue","Ifugao"
"1402701025","02701025","pula","Banaue","Ifugao"
"1402702001","02702001","abatan","Hungduan","Ifugao"
"1402702004","02702004","bangbang","Hungduan","Ifugao"
"1402702010","02702010","maggok","Hungduan","Ifugao"
"1402702011","02702011","poblacion","Hungduan","Ifugao"
"1402702018","02702018","bokiawan","Hungduan","Ifugao"
"1402702019","02702019","hapao","Hungduan","Ifugao"
"1402702020","02702020","lubo ong","Hungduan","Ifugao"
"1402702021","02702021","nungulunan","Hungduan","Ifugao"
"1402702022","02702022","ba ang","Hungduan","Ifugao"
"1402703001","02703001","ambabag","Kiangan","Ifugao"
"1402703004","02703004","baguinge","Kiangan","Ifugao"
"1402703005","02703005","bokiawan","Kiangan","Ifugao"
"1402703008","02703008","dalligan","Kiangan","Ifugao"
"1402703009","02703009","duit","Kiangan","Ifugao"
"1402703011","02703011","hucab","Kiangan","Ifugao"
"1402703012","02703012","julongan","Kiangan","Ifugao"
"1402703013","02703013","lingay","Kiangan","Ifugao"
"1402703014","02703014","mungayang","Kiangan","Ifugao"
"1402703015","02703015","nagacadan","Kiangan","Ifugao"
"1402703017","02703017","pindongan","Kiangan","Ifugao"
"1402703018","02703018","poblacion","Kiangan","Ifugao"
"1402703020","02703020","tuplac","Kiangan","Ifugao"
"1402703021","02703021","bolog","Kiangan","Ifugao"
"1402704001","02704001","abinuan","Lagawe","Ifugao"
"1402704003","02704003","banga","Lagawe","Ifugao"
"1402704005","02704005","boliwong","Lagawe","Ifugao"
