sample_id,sample_labid,sample_sequenceid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,hmpcr_n405,rtassay,rtqpcr,lateral_flow_test,fat,drit,diagnostic_result,test_centre,diag_notes,redcap_data_access_group
couldthisbeSD0305?RV309,,,2010,SUB309,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
d/SD39b,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
D07-26serial1virology25,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D07-278serial2virology27,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D07-279serial3virology28,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D07-322serial5virology30,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D07-470serial7virology34,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D07-474serial8virology35,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D07-493,,,,,,4,,Tanzania,,,,,,,,CVL,,east_africa
D07/02serial11,,,,,,4,,Tanzania,,,,,,,,,,east_africa
D07/04serial13,,,,,,4,,Tanzania,,,,,,,,,,east_africa
D08/08serial14virology40,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D08/222serial15virology41,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D08/267serial16virology42,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D08/303serial18virology45,,,,,,4,,Tanzania,,,,,,,Negative,CVL,,east_africa
D09-441ASampleAserial22virology52,,,,,,4,,Tanzania,,,,,,,Negative,CVL,,east_africa
D09-441BSampleBserial23virology53,,,,,,4,,Tanzania,,,,,,,Negative,CVL,,east_africa
D09/1022serial33Virology63,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D09/1023serial34Virology64,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D09/436serial21virology51,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D09/460serial24Virology54,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D09/617(269)serial27Virology57,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D09/738serial28Virology58,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
D09/934serial29Virology59,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
D09/941serial30Virology60,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D09/954serial31Virology61,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D09/957serial32Virology62,,,,,,4,,Tanzania,,,,,,,,CVL,,east_africa
D10-1097Virology92,,,,,,4,,Tanzania,,,,,,,,CVL,,east_africa
D10-1593Virology101,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D10-1611Virology108,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D10-316(PM/163)virology85,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D10-748virology89,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
D10-804virology90,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
D10/138serial39Virology68,,,,,,4,,Tanzania,,,,,,,,,,east_africa
D10/188serial40Virology69,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
D10/189serial41Virology70,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D10/60serial37Virology66,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D10/71serial38Virology67,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D11-138virology02/11,,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
D11-440B,,,,,,4,,Tanzania,,,,,,,,CVL,,east_africa
D11/200,,,,,,4,,Tanzania,,,,,,,,CVL,,east_africa
D11/418(38/11),,,,,,4,,Tanzania,,,,,,,,CVL,,east_africa
E,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
GE0103,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
GE1407?RV295Thinkthismustbeitbecausenothingelsecorresponds,,,2010,SUB295,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
GS0103,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
HBY0103,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
Hpa107,,,,,,4,,Tanzania,,,,,,,,,,east_africa
Hpa173,,,,,,4,,Tanzania,,,,,,,,,,east_africa
humanCSFsampleRV299,,,2010,SUB299,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
I,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
Ial114,,,,,,4,,Tanzania,,,,,,,,,,east_africa
Ial581,,,,,,4,,Tanzania,,,,,,,,,,east_africa
JT0103,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
K0203RV307,,,2010,SUB307,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
K0303,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
KAR0103,,,,,,4,,Tanzania,,,,,,,,,,east_africa
KEB0103,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
KEG0103,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
KIL/May/2010/001(SR019)1720,,,11-May,SUB1720,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
KIL/May/2010/002(SR020)1721,,,11-May,SUB1721,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
KIL/Sept/2010/005(SR018)1719,,,11-May,SUB1719,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
KIR0103,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
L,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
LOL0304RV294,,,2010,SUB294,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
LOL0704RV312,,,2010,SUB312,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
M,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
MCH0303,,,,,,4,,Tanzania,,,,,,,,,,east_africa
MD1,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
MD17,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
MD18,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
MD19,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
MD2,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
MD20,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
MD4B,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
MD5,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
MD6,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
MG0103,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
MG08/12/04RV317,,,2010,SUB317,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
MH0203,,,,,,4,,Tanzania,,,,,,,,,,east_africa
MIS0104,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
MK0103,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
MN0103,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
MOR/April/2010/002(SR004),,,,,,4,,Tanzania,,,,,,,Negative,SUA,,east_africa
MU0103,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
MUG0103,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
MUG0203,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
MUN/Apr/2010/0031723,,,11-May,SUB1723,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
MUN/Apr/2010/0051724,,,11-May,SUB1724,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
MUN/Apr/2010/0061725,,,11-May,SUB1725,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
MUN/Apr/2010/0071726,,,11-May,SUB1726,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
MUN/April/2011/0011731,,,11-May,SUB1731,,Brain,,Tanzania,,,,,,,Negative,,,east_africa
MUN/Dec/2010/0011722,,,11-May,SUB1722,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
MUS0104,,,,,,4,,Tanzania,,,,,,,,,,east_africa
MWA0104,,,,,,4,,Tanzania,,,,,,,,,,east_africa
NCAAvettooksample-canwetrytotestit?,,,,,,4,,Tanzania,,,,,,,,,,east_africa
ND01,SUB4607,,14-Oct,SUB4607,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
ND02,SUB4608,,14-Oct,SUB4608,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
ND03,,,,,,4,,Tanzania,,,,,,,,,,east_africa
ND04,,,,,,4,,Tanzania,,,,,,,,,,east_africa
ND05,,,,,,4,,Tanzania,,,,,,,,,,east_africa
ND06,,,,,,4,,Tanzania,,,,,,,,,,east_africa
ND07,,,,,,4,,Tanzania,,,,,,,,,,east_africa
ND08,,,,,,4,,Tanzania,,,,,,,,,,east_africa
ND09,,,,,,4,,Tanzania,,,,,,,,,,east_africa
ND10,,,,,,4,,Tanzania,,,,,,,,,,east_africa
NG1206,,,,,,4,,Tanzania,,,,,,,,,,east_africa
NGR0103,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
NGR0104,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
NGR0204,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
NGR0304,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
NGR0404,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
NM0103,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
NM0203,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
NY0103,,,,,,4,,Tanzania,,,,,,,,,,east_africa
NY0203,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
NYA0403,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
NYC0403/NYC0303,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
NYI0103/NR0103,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
NYM0103,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
NYM0104,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
O,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
Om1/94,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
Om3/98,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
Ome113,,,,,,4,,Tanzania,,,,,,,,,,east_africa
Ome423,,,,,,4,,Tanzania,,,,,,,,,,east_africa
P,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
PL,,,,,,4,,Tanzania,,,,,,,,,,east_africa
PL123,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
PL157/Om4/98,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
PL159,,,,,,4,,Tanzania,,,,,,,,,,east_africa
PL2-96D/Om2/96,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
PL20-96D,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
PL21-96D,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
PL32-97D,,,,,,4,,Tanzania,,,,,,,,,,east_africa
PL33-97D,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
PL34-97D,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
PL37-97D,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
PL45-97D,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
PL51-97D,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
PL52-97D,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
PL57-97D,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
PL58-97D,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
PL59-97C,,,,,,4,,Tanzania,,,,,,,,,,east_africa
PL66-97D,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
PL7-96D,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
PL8-96D,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
PM017,PM017,,,,,Brain,,Tanzania,,,,Positive,,,Positive,,,east_africa
PM020,PM020,,,,,Brain,,Tanzania,,,,Negative,,,Negative,,,east_africa
PM022,PM022,,,,,Brain,,Tanzania,,,,Negative,,,Negative,,,east_africa
Q,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
R,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
R0103,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
Rab09/01,,,,,,4,,Tanzania,,,,,,,,CVL,,east_africa
Rab104(D10-1429)1651,RV2777,,11-May,SUB1651,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
Rab105(D10-1429)1652,SUB1652,,11-May,SUB1652,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
Rab106(D10-1429)1653,SUB1653,,11-May,SUB1653,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
Rab12/015,SUB6956,,Nov16_tvla,SUB6956,,Brain,None,Tanzania,,,no ct,,,,,,,east_africa
Rab12/017,SUB6958,,Nov16_tvla,SUB6958,,Brain,None,Tanzania,,,no ct,,Positive,,Positive,,,east_africa
Rab12/018,SUB6959,,Nov16_tvla,SUB6959,,Brain,None,Tanzania,,,26.3,,Positive,,Positive,,,east_africa
Rab12/019,SUB6960,,Nov16_tvla,SUB6960,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab12/023,SUB6961,,Nov16_tvla,SUB6961,,Brain,None,Tanzania,,,19.95,,Positive,,Positive,,,east_africa
Rab12/028,SUB6964,,Nov16_tvla,SUB6964,,Brain,None,Tanzania,,,no ct,,Positive,,Positive,,,east_africa
Rab12/029,SUB6965,,Nov16_tvla,SUB6965,,Brain,None,Tanzania,,,25.55,,Positive,,Positive,,,east_africa
Rab12/031,SUB6966,,Nov16_tvla,SUB6966,,Brain,None,Tanzania,,,no ct,,Positive,,Positive,,,east_africa
Rab12/032,SUB6967,,Nov16_tvla,SUB6967,,Brain,None,Tanzania,,,No ct,,Positive,,Positive,,,east_africa
Rab12/033,SUB6968,,Nov16_tvla,SUB6968,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab12/036,SUB6969,,Nov16_tvla,SUB6969,,Brain,None,Tanzania,,,38.4,,Positive,,Positive,,,east_africa
Rab12/037,SUB6970,,Nov16_tvla,SUB6970,,Brain,None,Tanzania,,,24.53,,Positive,,Positive,,,east_africa
Rab12/040,SUB6972,,Nov16_tvla,SUB6972,,Brain,None,Tanzania,,,15.43,,Positive,,Positive,,,east_africa
Rab12/041,SUB6973,,Nov16_tvla,SUB6973,,Brain,None,Tanzania,,,16.79,,Positive,,Positive,,,east_africa
Rab12/042,SUB6974,,Nov16_tvla,SUB6974,,Brain,None,Tanzania,,,15.68,,Positive,,Positive,,,east_africa
Rab12/043,SUB6975,,Nov16_tvla,SUB6975,,Brain,None,Tanzania,,,30.87,,Positive,,Positive,,,east_africa
Rab12/044,SUB6976,,Nov16_tvla,SUB6976,,Brain,None,Tanzania,,,27.12,,Positive,,Positive,,,east_africa
Rab12/045,SUB6977,,Nov16_tvla,SUB6977,,Brain,None,Tanzania,,,27.91,,Positive,,Positive,,,east_africa
Rab12/046,SUB6978,,Nov16_tvla,SUB6978,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab12/048,SUB6979,,Nov16_tvla,SUB6979,,Brain,None,Tanzania,,SYBR,25.33,,Positive,,positive,,,east_africa
Rab12/050,SUB6980,,Nov16_tvla,SUB6980,,Brain,None,Tanzania,,SYBR,21.89,,Positive,,positive,,,east_africa
Rab12/051,SUB6981,,Nov16_tvla,SUB6981,,Brain,None,Tanzania,,SYBR,17.83,,Positive,,positive,,,east_africa
Rab12/052,SUB6982,,Nov16_tvla,SUB6982,,Brain,None,Tanzania,,,17.65,,Positive,,Positive,,,east_africa
Rab12/053,SUB6983,,Nov16_tvla,SUB6983,,Brain,None,Tanzania,,,21.56,,Positive,,Positive,,,east_africa
Rab12/059,SUB6984,,Nov16_tvla,SUB6984,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab12/063,SUB6985,,Nov16_tvla,SUB6985,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab12/064,SUB6986,,Nov16_tvla,SUB6986,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab12/068,SUB6988,,Nov16_tvla,SUB6988,,Brain,None,Tanzania,,,22.38,,Positive,,Positive,,,east_africa
Rab12/069,SUB6989,,Nov16_tvla,SUB6989,,Brain,None,Tanzania,,SYBR,19.41,,Positive,,positive,,,east_africa
Rab12/072,SUB6990,,Nov16_tvla,SUB6990,,Brain,None,Tanzania,,,26.38,,Positive,,Positive,,,east_africa
Rab13/001,SUB6991,,Nov16_tvla,SUB6991,,Brain,None,Tanzania,,,21.29,,Positive,,Positive,,,east_africa
Rab13/006,SUB6992,,Nov16_tvla,SUB6992,,Brain,None,Tanzania,,,No ct,,Positive,,Positive,,,east_africa
Rab13/007,SUB6993,,Nov16_tvla,SUB6993,,Brain,None,Tanzania,,,30.24,,Positive,,Positive,,,east_africa
Rab13/008,SUB6994,,Nov16_tvla,SUB6994,,Brain,None,Tanzania,,,13.74,,Positive,,Positive,,,east_africa
Rab13/009,SUB6995,,Nov16_tvla,SUB6995,,Brain,None,Tanzania,,,No ct,,Negative,,,,,east_africa
Rab13/010,SUB6996,,Nov16_tvla,SUB6996,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab13/011,SUB6997,,Nov16_tvla,SUB6997,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab13/012,SUB6998,,Nov16_tvla,SUB6998,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab13/013,SUB6999,,Nov16_tvla,SUB6999,,Brain,None,Tanzania,,,32.41,,Positive,,Positive,,,east_africa
Rab13/014,SUB7000,,Nov16_tvla,SUB7000,,Brain,None,Tanzania,,,35.26,,,,Inconclusive,,,east_africa
Rab14/001,SUB7001,,Nov16_tvla,SUB7001,,Brain,None,Tanzania,,SYBR,22.96,,Positive,,Positive,,,east_africa
Rab14/004,SUB7002,,Nov16_tvla,SUB7002,,Brain,None,Tanzania,,,na,Negative,Negative,,Negative,,,east_africa
Rab14/005,SUB7003,,Nov16_tvla,SUB7003,,Brain,None,Tanzania,,,No ct,Negative,Negative,,Negative,,,east_africa
Rab14/006,SUB7004,,Nov16_tvla,SUB7004,,Brain,None,Tanzania,,,na,Negative,Negative,,Negative,,,east_africa
Rab14/007,SUB7005,,Nov16_tvla,SUB7005,,Brain,None,Tanzania,,,No ct,Negative,Negative,,Negative,,,east_africa
Rab14/008,SUB7006,,Nov16_tvla,SUB7006,,Brain,None,Tanzania,,,na,Negative,Negative,,Negative,,,east_africa
Rab14/009,SUB7007,,Nov16_tvla,SUB7007,,Brain,None,Tanzania,,,No ct,Negative,Negative,,Negative,,,east_africa
Rab14/010,SUB7008,,Nov16_tvla,SUB7008,,Brain,None,Tanzania,,,na,Negative,Negative,,Negative,,,east_africa
Rab14/011,SUB7009,,Nov16_tvla,SUB7009,,Brain,None,Tanzania,,,No ct,Negative,Negative,,Negative,,,east_africa
Rab14/012,SUB7010,,Nov16_tvla,SUB7010,,Brain,None,Tanzania,,,na,Negative,Negative,,Negative,,,east_africa
Rab14/013,SUB7011,,Nov16_tvla,SUB7011,,Brain,None,Tanzania,,,35.38,,Positive,,Positive,,,east_africa
Rab14/014,SUB7012,,Nov16_tvla,SUB7012,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/017,SUB7013,,Nov16_tvla,SUB7013,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/018,SUB7014,,Nov16_tvla,SUB7014,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/019,SUB7015,,Nov16_tvla,SUB7015,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/020,SUB7016,,Nov16_tvla,SUB7016,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/021,SUB7017,,Nov16_tvla,SUB7017,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/023,SUB7018,,Nov16_tvla,SUB7018,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/025,SUB7019,,Nov16_tvla,SUB7019,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/026,SUB7020,,Nov16_tvla,SUB7020,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/027,SUB7021,,Nov16_tvla,SUB7021,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/028,SUB7022,,Nov16_tvla,SUB7022,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/029,SUB7023,,Nov16_tvla,SUB7023,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/030,SUB7024,,Nov16_tvla,SUB7024,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/033,SUB7025,,Nov16_tvla,SUB7025,,Brain,None,Tanzania,,,32.63,,Positive,,Positive,,,east_africa
Rab14/035,SUB7026,,Nov16_tvla,SUB7026,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/037,SUB7027,,Nov16_tvla,SUB7027,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/040,SUB7028,,Nov16_tvla,SUB7028,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/041,SUB7029,,Nov16_tvla,SUB7029,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/042,SUB7030,,Nov16_tvla,SUB7030,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/043,SUB7031,,Nov16_tvla,SUB7031,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/044,SUB7032,,Nov16_tvla,SUB7032,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/046,SUB7033,,Nov16_tvla,SUB7033,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/048,SUB7034,,Nov16_tvla,SUB7034,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/056,SUB7035,,Nov16_tvla,SUB7035,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/058,SUB7036,,Nov16_tvla,SUB7036,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/060,SUB7037,,Nov16_tvla,SUB7037,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/061,SUB7038,,Nov16_tvla,SUB7038,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/062,SUB7039,,Nov16_tvla,SUB7039,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/064,SUB7040,,Nov16_tvla,SUB7040,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/065,SUB7041,,Nov16_tvla,SUB7041,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/066,SUB7042,,Nov16_tvla,SUB7042,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/067,SUB7043,,Nov16_tvla,SUB7043,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/068,SUB7044,,Nov16_tvla,SUB7044,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/069,SUB7045,,Nov16_tvla,SUB7045,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/070,SUB7046,,Nov16_tvla,SUB7046,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/071,SUB7047,,Nov16_tvla,SUB7047,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/072,SUB7048,,Nov16_tvla,SUB7048,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/093,SUB7049,,Nov16_tvla,SUB7049,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/094,SUB7050,,Nov16_tvla,SUB7050,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/096,SUB7051,,Nov16_tvla,SUB7051,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/097,SUB7052,,Nov16_tvla,SUB7052,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/098,SUB7053,,Nov16_tvla,SUB7053,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/100,SUB7054,,Nov16_tvla,SUB7054,,Brain,None,Tanzania,,,No ct,,Negative,,,,,east_africa
Rab14/101,SUB7055,,Nov16_tvla,SUB7055,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/103,SUB7056,,Nov16_tvla,SUB7056,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/104,SUB7057,,Nov16_tvla,SUB7057,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/107,SUB7058,,Nov16_tvla,SUB7058,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab14/113,SUB7059,,Nov16_tvla,SUB7059,,Brain,None,Tanzania,,,no ct,,Positive,,Positive,,,east_africa
Rab14/114,SUB7060,,Nov16_tvla,SUB7060,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/019,SUB7061,,Nov16_tvla,SUB7061,,Brain,None,Tanzania,,SYBR,20.95,,Positive,,positive,,,east_africa
Rab15/020,SUB7062,,Nov16_tvla,SUB7062,,Brain,None,Tanzania,,,21.45,,Positive,,Positive,,,east_africa
Rab15/022,SUB7063,,Nov16_tvla,SUB7063,,Brain,None,Tanzania,,,19.21,,Positive,,Positive,,,east_africa
Rab15/023,SUB7064,,Nov16_tvla,SUB7064,,Brain,None,Tanzania,,,27.95,,Positive,,Positive,,,east_africa
Rab15/030,SUB7065,,Nov16_tvla,SUB7065,,Brain,None,Tanzania,,,No ct,,Negative,,,,,east_africa
Rab15/031,SUB7066,,Nov16_tvla,SUB7066,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/035,SUB7067,,Nov16_tvla,SUB7067,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/051,SUB7068,,Nov16_tvla,SUB7068,,Brain,None,Tanzania,,,35.63,,Positive,,Positive,,,east_africa
Rab15/054,SUB7069,,Nov16_tvla,SUB7069,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/088,SUB7070,,Nov16_tvla,SUB7070,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/093,SUB7071,,Nov16_tvla,SUB7071,,Brain,None,Tanzania,,,no ct,,Positive,,Positive,,,east_africa
Rab15/094,SUB7072,,Nov16_tvla,SUB7072,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/119,SUB7073,,Nov16_tvla,SUB7073,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/120,SUB7074,,Nov16_tvla,SUB7074,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/121,SUB7075,,Nov16_tvla,SUB7075,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/122,SUB7076,,Nov16_tvla,SUB7076,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/123,SUB7077,,Nov16_tvla,SUB7077,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/124,SUB7078,,Nov16_tvla,SUB7078,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
