Sample_ID,Case_no,Accession,Host,Sample_type,Preferred_date,Date_source,Barangay,Municipality,Province,Region,Latitude,Longitude,Source,Author,Pubmed,Genome_coverage
R3-2021-0468,NA,OR971422,Canis lupus familiaris,brain,31-Aug-21,NA,NA,NA,Nueva Ecija,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-0286,NA,OR971414,Canis lupus familiaris,brain,7-Apr-21,NA,NA,NA,Nueva Ecija,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
R3-2021-0282,NA,OR971413,Canis lupus familiaris,brain,5-Apr-21,NA,NA,NA,Nueva Ecija,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
R3-731,NA,NA,Canis familiaris,NA,9-Dec-21,NA,Sangitan,Cabanatuan City,Nueva Ecija,Central Luzon,15.49243695,120.9899426,phd,NA,NA,NA
RADDL3-15-172,NA,NA,Canis familiaris,NA,12-Feb-15,NA,Cvo,San Jose  City,Nueva Ecija,Central Luzon,15.78462183,120.9975839,phd,NA,NA,NA
RADDL3-16-1008,NA,NA,Canis familiaris,NA,27-Oct-16,NA,Pamaldan,Cabanatuan City,Nueva Ecija,Central Luzon,15.49243695,120.9899426,phd,NA,NA,NA
R2-2021-087,NA,OR971403,Canis lupus familiaris,brain,17-Aug-21,NA,NA,NA,Nueva Vizcaya,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R2-2021-083,NA,OR971401,Canis lupus familiaris,brain,8-Oct-21,NA,NA,NA,Nueva Vizcaya,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R2-2019-8166,NA,OR971397,Canis lupus familiaris,brain,7-Oct-19,NA,NA,NA,Nueva Vizcaya,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R2-2019-7838,NA,OR971395,Canis lupus familiaris,brain,20-Sep-19,NA,NA,NA,Nueva Vizcaya,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
RADDL4B-25-017,OC-16,NA,Dog,NA,7-Mar-25,NA,Rumbang,Rizal,Occidental Mindoro,MIMIROPA,12.4726457,120.967584,speedier,NA,NA,0.9869
H24-028,H24-028,NA,Human,NA,27-Mar-24,NA,Barangay 7,San Jose,Occidental Mindoro,MIMIROPA,12.3494949,121.073921,speedier,NA,NA,0.956000671
R4B-2022-00004,NA,OR971491,Canis lupus familiaris,brain,4-Feb-22,NA,NA,NA,Occidental Mindoro,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
4B-2422,NA,NA,Canis familiaris,NA,4-Feb-22,NA,Concepcion,Calintaan,Occidental Mindoro,Southwestern Tagalog Region,12.59217706,121.082659,phd,NA,NA,NA
Z-13-216,NA,NA,Canis familiaris,NA,25-Oct-13,NA,Bgy. 2,Mamburao,Occidental Mindoro,Southwestern Tagalog Region,13.25401504,120.6612766,phd,NA,NA,NA
Z-17-57,NA,NA,Canis familiaris,NA,29-Mar-17,NA,Magbag,San Jose,Occidental Mindoro,Southwestern Tagalog Region,12.45581677,121.1219622,phd,NA,NA,NA
RADDL4B-23-044,OM-35,NA,Dog,NA,1-Aug-23,NA,Libtong,Roxas,Oriental Mindoro,MIMIROPA,12.62432924,121.5031667,speedier,NA,NA,0.9893
RADDL4B-23-047,OM-36,NA,Dog,NA,23-Aug-23,NA,San Isidro,Puerto Galera,Oriental Mindoro,MIMIROPA,13.37785692,120.8703821,speedier,NA,NA,0.9884
RADDL4B-23-049,OM-37,NA,Dog,NA,31-Aug-23,NA,Bagumbayan I,Bongabong,Oriental Mindoro,MIMIROPA,12.74706568,121.4748503,speedier,NA,NA,0.9889
RADDL4B-23-058,OM-38,NA,Dog,NA,2-Oct-23,NA,Poblacion III,Victoria,Oriental Mindoro,MIMIROPA,13.1693714,121.2550578,speedier,NA,NA,0.9485
RADDL4B-23-090,OM-41,NA,Dog,NA,16-Nov-23,NA,Ilag,San Teodoro,Oriental Mindoro,MIMIROPA,13.45164877,120.9775215,speedier,NA,NA,0.9884
RADDL4B-24-023,OM-48,NA,Dog,NA,15-Feb-24,NA,Canubing I,Calapan City,Oriental Mindoro,MIMIROPA,13.34916389,121.1373121,speedier,NA,NA,0.9882
RADDL4B-24-046,OM-55,NA,Dog,NA,10-Mar-24,NA,Poblacion I,Victoria,Oriental Mindoro,MIMIROPA,13.17380713,121.2853345,speedier,NA,NA,0.9888
RADDL4B-24-051,OM-56,NA,Dog,NA,26-Mar-24,NA,Bagumbayan,Roxas,Oriental Mindoro,MIMIROPA,12.5902022,121.5209491,speedier,NA,NA,0.9887
RADDL4B-24-009,OM-46,NA,Dog,NA,29-Jan-24,NA,Balatero,Puerto Galera,Oriental Mindoro,MIMIROPA,13.34693739,120.8836262,speedier,NA,NA,0.9873
RADDL4B-24-153,OM-92,NA,Dog,NA,25-Jul-24,NA,Camilmil,Calapan City,Oriental Mindoro,MIMIROPA,13.40118777,121.1833225,speedier,NA,NA,0.9708
RADDL4B-24-173,OM-80,NA,Dog,NA,20-Aug-24,NA,Poblacion IV,Victoria,Oriental Mindoro,MIMIROPA,13.19101365,121.2841142,speedier,NA,NA,0.9285
RADDL4B-24-174,OM-81,NA,Dog,NA,22-Nov-24,NA,Maligaya,Gloria,Oriental Mindoro,MIMIROPA,12.97843859,121.4769904,speedier,NA,NA,0.954
RADDL4B-24-007,OM-45,NA,Dog,NA,17-Jan-24,NA,Poblacion,Bansud,Oriental Mindoro,MIMIROPA,12.84652574,121.4611416,speedier,NA,NA,0.970248072
RADDL4B-24-052,OM-57,NA,Dog,NA,29-Mar-24,NA,Poblacion,Mansalay,Oriental Mindoro,MIMIROPA,12.53483774,121.4385791,speedier,NA,NA,0.988350654
RADDL4B-24-080,OM-58,NA,Dog,NA,18-Apr-24,NA,Baruyan,Calapan City,Oriental Mindoro,MIMIROPA,13.35919359,121.1359505,speedier,NA,NA,0.970499497
RADDL4B-24-093,OM-61,NA,Dog,NA,29-Apr-24,NA,B. Del Mundo,Mansalay,Oriental Mindoro,MIMIROPA,12.53191189,121.4645635,speedier,NA,NA,0.988434462
RADDL4B-24-162,OM-75,NA,Dog,NA,27-Sep-24,NA,Ilaya,Calapan City,Oriental Mindoro,MIMIROPA,13.41158277,121.1938885,speedier,NA,NA,0.987847804
R4B-2022-00011,NA,OR971497,Canis lupus familiaris,brain,NA,NA,NA,NA,Oriental Mindoro,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4B-2022-00010,NA,OR971496,Canis lupus familiaris,brain,3-Mar-22,NA,NA,NA,Oriental Mindoro,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4B-2022-00008,NA,OR971495,Canis lupus familiaris,brain,17-Feb-22,NA,NA,NA,Oriental Mindoro,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4B-2022-00007,NA,OR971494,Canis lupus familiaris,brain,16-Feb-22,NA,NA,NA,Oriental Mindoro,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4B-2022-00006,NA,OR971493,Canis lupus familiaris,brain,9-Feb-22,NA,NA,NA,Oriental Mindoro,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R4B-2022-00005,NA,OR971492,Canis lupus familiaris,brain,2-Sep-22,NA,NA,NA,Oriental Mindoro,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R4B-2022-00002,NA,OR971490,Canis lupus familiaris,brain,14-Jan-22,NA,NA,NA,Oriental Mindoro,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R4B-2022-00001,NA,OR971489,Canis lupus familiaris,brain,5-Jan-22,NA,NA,NA,Oriental Mindoro,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R4B-2021-070,NA,OR971488,Canis lupus familiaris,brain,23-Apr-21,NA,NA,NA,Oriental Mindoro,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4B-2021-067,NA,OR971487,Canis lupus familiaris,brain,14-Apr-21,NA,NA,NA,Oriental Mindoro,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4B-2021-061,NA,OR971486,Canis lupus familiaris,brain,3-Oct-21,NA,NA,NA,Oriental Mindoro,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4B-2021-060,NA,OR971485,Canis lupus familiaris,brain,3-May-21,NA,NA,NA,Oriental Mindoro,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4B-2021-058,NA,OR971484,Canis lupus familiaris,brain,2-Sep-21,NA,NA,NA,Oriental Mindoro,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4B-2019-5816,NA,OR971483,Canis lupus familiaris,brain,16-Aug-19,NA,NA,NA,Oriental Mindoro,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
4B-21-126,NA,NA,Canis familiaris,NA,26-Jan-21,NA,Sapul,Calapan City,Oriental Mindoro,Southwestern Tagalog Region,13.33178512,121.1780294,phd,NA,NA,NA
4B-21-29,NA,NA,Canis familiaris,NA,9-Feb-21,NA,San Narciso,Victoria,Oriental Mindoro,Southwestern Tagalog Region,13.14368391,121.2438544,phd,NA,NA,NA
4B-21-310,NA,NA,Canis familiaris,NA,10-Mar-21,NA,Tabinay,Puerto Galera,Oriental Mindoro,Southwestern Tagalog Region,13.39217641,120.8953101,phd,NA,NA,NA
4B-21-35,NA,NA,Canis familiaris,NA,5-Mar-21,NA,Tabinay,Puerto Galera,Oriental Mindoro,Southwestern Tagalog Region,13.39217641,120.8953101,phd,NA,NA,NA
4B-21-412,NA,NA,Canis familiaris,NA,12-Apr-21,NA,Sto Nino,Puerto Galera,Oriental Mindoro,Southwestern Tagalog Region,13.39217641,120.8953101,phd,NA,NA,NA
4B-21-421,NA,NA,Canis familiaris,NA,14-Apr-21,NA,Malapad,Baco,Oriental Mindoro,Southwestern Tagalog Region,13.29039427,121.066837,phd,NA,NA,NA
4B-21-423,NA,NA,Canis familiaris,NA,23-Apr-21,NA,Camilmil,Calapan City,Oriental Mindoro,Southwestern Tagalog Region,13.33178512,121.1780294,phd,NA,NA,NA
4B-21-528,NA,NA,Canis familiaris,NA,28-May-21,NA,Aninuan,Puerto Galera,Oriental Mindoro,Southwestern Tagalog Region,13.39217641,120.8953101,phd,NA,NA,NA
4B-21622,NA,NA,Canis familiaris,NA,16-Feb-22,NA,Mangangan,Baco,Oriental Mindoro,Southwestern Tagalog Region,13.29039427,121.066837,phd,NA,NA,NA
4B-22-114,NA,NA,Canis familiaris,NA,14-Jan-22,NA,Mayabig,Baco,Oriental Mindoro,Southwestern Tagalog Region,13.29039427,121.066837,phd,NA,NA,NA
4B-22-13,NA,NA,Canis familiaris,NA,22-Apr-22,NA,Teresita,Mansalay,Oriental Mindoro,Southwestern Tagalog Region,12.54836969,121.3482134,phd,NA,NA,NA
4B-22-15,NA,NA,Canis familiaris,NA,5-Jan-22,NA,San Isidro,Puerto Galera,Oriental Mindoro,Southwestern Tagalog Region,13.39217641,120.8953101,phd,NA,NA,NA
4B-22-16,NA,NA,Canis familiaris,NA,28-Apr-22,NA,Orcenuma,Bongabong,Oriental Mindoro,Southwestern Tagalog Region,12.71623574,121.3862303,phd,NA,NA,NA
4B-22-17,NA,NA,Canis familiaris,NA,8-May-22,NA,Narra,Gloria,Oriental Mindoro,Southwestern Tagalog Region,12.92166054,121.3754507,phd,NA,NA,NA
4B-22-20,NA,NA,Canis familiaris,NA,19-May-22,NA,Don Pedro,Mansalay,Oriental Mindoro,Southwestern Tagalog Region,12.54836969,121.3482134,phd,NA,NA,NA
4B-22-21,NA,NA,Canis familiaris,NA,31-May-22,NA,Panggulayan,Pinamalayan,Oriental Mindoro,Southwestern Tagalog Region,13.02301767,121.4031803,phd,NA,NA,NA
4B-22-28,NA,NA,Canis familiaris,NA,27-Jul-22,NA,Mangangan,Baco,Oriental Mindoro,Southwestern Tagalog Region,13.29039427,121.066837,phd,NA,NA,NA
4B-22-30,NA,NA,Canis familiaris,NA,12-Aug-22,NA,Bangkatan,Baco,Oriental Mindoro,Southwestern Tagalog Region,13.29039427,121.066837,phd,NA,NA,NA
4B-22-31,NA,NA,Canis familiaris,NA,18-Aug-22,NA,Bayanan,Pola,Oriental Mindoro,Southwestern Tagalog Region,13.13990357,121.4449478,phd,NA,NA,NA
4B-22-35,NA,NA,Canis familiaris,NA,25-Oct-22,NA,Bagumbayan,Roxas,Oriental Mindoro,Southwestern Tagalog Region,12.61737051,121.4554967,phd,NA,NA,NA
4B-22-40,NA,NA,Canis familiaris,NA,2-Dec-22,NA,Balugo,Mansalay,Oriental Mindoro,Southwestern Tagalog Region,12.54836969,121.3482134,phd,NA,NA,NA
4B-2922HM,NA,NA,Canis familiaris,NA,9-Feb-22,NA,Mangangan,Baco,Oriental Mindoro,Southwestern Tagalog Region,13.29039427,121.066837,phd,NA,NA,NA
4B-2922JG,NA,NA,Canis familiaris,NA,9-Feb-22,NA,Anilao,Bongabong,Oriental Mindoro,Southwestern Tagalog Region,12.71623574,121.3862303,phd,NA,NA,NA
Z-12-149,NA,NA,Canis familiaris,NA,28-Jun-12,NA,Palayan,Pinamalayan,Oriental Mindoro,Southwestern Tagalog Region,13.02301767,121.4031803,phd,NA,NA,NA
Z-24-141,P-34,NA,Dog,NA,24-Sep-24,NA,Poblacion,Narra,Palawan,MIMIROPA,9.250884096,118.3463664,speedier,NA,NA,0.9884
Z-24-142,P-35,NA,Dog,NA,24-Sep-24,NA,Culandanum,Bataraza,Palawan,MIMIROPA,8.6727041,117.450586,speedier,NA,NA,0.9716
R3-2022-0014,NA,OR971443,Canis lupus familiaris,brain,1-Oct-22,NA,NA,NA,Pampanga,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2022-0004,NA,OR971440,Canis lupus familiaris,brain,1-Apr-22,NA,NA,NA,Pampanga,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2022-0002,NA,OR971439,Canis lupus familiaris,brain,1-Mar-22,NA,NA,NA,Pampanga,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-0504,NA,OR971432,Canis lupus familiaris,brain,10-Aug-21,NA,NA,NA,Pampanga,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-0502,NA,OR971431,Canis lupus familiaris,brain,10-Jul-21,NA,NA,NA,Pampanga,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-0495,NA,OR971428,Canis lupus familiaris,brain,24-Sep-21,NA,NA,NA,Pampanga,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
R3-2021-0487,NA,OR971427,Canis lupus familiaris,brain,9-Oct-21,NA,NA,NA,Pampanga,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-0472,NA,OR971424,Canis lupus familiaris,brain,9-Mar-21,NA,NA,NA,Pampanga,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-0467,NA,OR971421,Canis lupus familiaris,brain,31-Aug-21,NA,NA,NA,Pampanga,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-0304,NA,OR971419,Canis lupus familiaris,brain,5-May-21,NA,NA,NA,Pampanga,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-0300,NA,OR971418,Canis lupus familiaris,brain,26-Apr-21,NA,NA,NA,Pampanga,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
R3-2021-0296,NA,OR971417,Canis lupus familiaris,brain,16-Apr-21,NA,NA,NA,Pampanga,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
R3-2021-0294,NA,OR971416,Canis lupus familiaris,brain,16-Apr-21,NA,NA,NA,Pampanga,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
R3-2021-0289,NA,OR971415,Canis lupus familiaris,brain,13-Apr-21,NA,NA,NA,Pampanga,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
R3-2022-0019,NA,OR971446,Canis lupus familiaris,brain,18-Jan-22,NA,NA,NA,Pampanga,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
RADDL3-16-468,NA,NA,Canis familiaris,NA,1-Jun-16,NA,Sta Teresita,Angeles  City,Pampanga,Central Luzon,15.14555779,120.5862479,phd,NA,NA,NA
RADDL3-845,NA,NA,Canis familiaris,NA,2-Sep-15,NA,San Jose,Floridablanca,Pampanga,Central Luzon,14.98771276,120.4868625,phd,NA,NA,NA
RADDL3-1038,NA,NA,Dog,NA,22-Oct-15,NA,CM Recto,Angeles City,Pampanga,Central Luzon (III),NA,NA,2018_workshop,NA,NA,NA
19-050,NA,OQ326765,Canis lupus familiaris,brain,1-Jan-19,NA,NA,Panabo,Davao del Norte,Davao Region,NA,NA,vgtk,"Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
R2-2019-7465,NA,OR971394,Canis lupus familiaris,brain,NA,NA,NA,NA,Pangasinan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R1-2022-042,NA,OR971392,Canis lupus familiaris,brain,21-Apr-22,NA,NA,NA,Pangasinan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R1-2022-040,NA,OR971391,Canis lupus familiaris,brain,18-Apr-22,NA,NA,NA,Pangasinan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R1-2021-166,NA,OR971389,Canis lupus familiaris,brain,11-Aug-21,NA,NA,NA,Pangasinan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
R1-2021-162,NA,OR971387,Felis catus,brain,29-Oct-21,NA,NA,NA,Pangasinan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R1-2021-161,NA,OR971386,Canis lupus familiaris,brain,28-Oct-21,NA,NA,NA,Pangasinan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R1-2019-204,NA,OR971384,Canis lupus familiaris,brain,21-Oct-19,NA,NA,NA,Pangasinan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R1-2019-196,NA,OR971383,Canis lupus familiaris,brain,15-Oct-19,NA,NA,NA,Pangasinan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R1-2019-193,NA,OR971382,Canis lupus familiaris,brain,1-Oct-19,NA,NA,NA,Pangasinan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R1-2019-178,NA,OR971381,Canis lupus familiaris,brain,10-Sep-19,NA,NA,NA,Pangasinan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R1-21-148,NA,NA,Canis familiaris,NA,10-Apr-21,NA,Malibong,Urbiztondo,Pangasinan,Ilocos Region,15.82353439,120.3636915,phd,NA,NA,NA
RADDL1-16-153,NA,NA,Canis familiaris,NA,18-Jul-16,NA,Real,Urbiztondo,Pangasinan,Ilocos Region,15.82353439,120.3636915,phd,NA,NA,NA
RADDL1-16-166,NA,NA,Canis familiaris,NA,9-Aug-16,NA,West,unknown,Pangasinan,Ilocos Region,15.99415023,120.3184423,phd,NA,NA,NA
RADDL1-16-154,NA,NA,Dog,NA,21-Jul-16,NA,"Torac, Malay",San Carlos City,Pangasinan,Ilocos Region (I),NA,NA,2018_workshop,NA,NA,NA
BAI/BAINCR/2019-03/can,NA,MN857169,canine,,31-May-19,NA,NA,Pasay City,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L.",NA,0.999161918
R4A-2022-577,NA,OR971482,Canis lupus familiaris,brain,24-Mar-22,NA,NA,NA,Quezon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4A-2022-408,NA,OR971481,Canis lupus familiaris,brain,3-Oct-22,NA,NA,NA,Quezon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4A-2022-234,NA,OR971478,Canis lupus familiaris,brain,17-Feb-22,NA,NA,NA,Quezon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4A-2022-210,NA,OR971477,Canis lupus familiaris,brain,15-Feb-22,NA,NA,NA,Quezon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4A-2022-203,NA,OR971476,Canis lupus familiaris,brain,14-Feb-22,NA,NA,NA,Quezon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
R4A-2022-99,NA,OR971473,Canis lupus familiaris,brain,25-Jan-22,NA,NA,NA,Quezon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4A-2022-98,NA,OR971472,Canis lupus familiaris,brain,24-Jan-22,NA,NA,NA,Quezon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4A-2022-93,NA,OR971471,Canis lupus familiaris,brain,21-Jan-22,NA,NA,NA,Quezon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4A-2021-1668,NA,OR971461,Canis lupus familiaris,brain,29-Nov-21,NA,NA,NA,Quezon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4A-2019-1033,NA,OR971454,Canis lupus familiaris,brain,24-Oct-19,NA,NA,NA,Quezon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R4A-2019-1023,NA,OR971453,Canis lupus familiaris,brain,17-Oct-19,NA,NA,NA,Quezon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R4A-2019-857,NA,OR971449,Canis lupus familiaris,brain,27-Aug-19,NA,NA,NA,Quezon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
4A-22-203,NA,NA,Canis familiaris,NA,11-Feb-22,NA,Guiang-Guiang,Lucena,Quezon,Calabarzon,13.93834754,121.6153593,phd,NA,NA,NA
4A-22-98,NA,NA,Canis familiaris,NA,22-Jan-22,NA,Baguio,Tayabas City,Quezon,Calabarzon,14.04055469,121.6122459,phd,NA,NA,NA
Z-14-033,NA,NA,Canis familiaris,NA,7-Feb-14,NA,"Bagumbayan, Zone 4",Atimonan,Quezon,Calabarzon,13.98301338,121.8863992,phd,NA,NA,NA
Z-07-387,NA,NA,Canis familiaris,NA,7-Dec-07,NA,Bagong Liing,San Antonio,Quezon,Calabarzon,13.89985141,121.2980234,phd,NA,NA,NA
Z-07-403,NA,NA,Canis familiaris,NA,22-Dec-07,NA,Sampagutia Exit,Lucena,Quezon,Calabarzon,13.93834754,121.6153593,phd,NA,NA,NA
Z-16-209,NA,NA,Canis familiaris,NA,14-Dec-16,NA,Pahinga Sur,Candelaria,Quezon,Calabarzon,13.94085961,121.4302409,phd,NA,NA,NA
Z-17-193,NA,NA,Canis familiaris,NA,13-Oct-17,NA,Binonoan,Infanta,Quezon,Calabarzon,14.71657136,121.650984,phd,NA,NA,NA
Z-98-286,NA,NA,Canis familiaris,NA,19-Mar-98,NA,Tayuman,Mulanay,Quezon,Calabarzon,13.52552491,122.4578973,phd,NA,NA,NA
Z-98-860,NA,NA,Canis familiaris,NA,14-Aug-98,NA,-,San Francisco,Quezon,Calabarzon,13.29448721,122.5720534,phd,NA,NA,NA
BAI/BAINCR/2019-02/can,NA,MN857168,canine,,28-May-19,NA,NA,Quezon City,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L.",NA,0.999161918
R4A-2021-4446,NA,OR971469,Canis lupus familiaris,brain,12-Jan-21,NA,NA,NA,Rizal,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4A-2021-4119,NA,OR971468,Canis lupus familiaris,brain,11-Nov-21,NA,NA,NA,Rizal,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
