Sample_ID,Case_no,Accession,Host,Sample_type,Preferred_date,Date_source,Barangay,Municipality,Province,Region,Latitude,Longitude,Source,Author,Pubmed,Genome_coverage
R5-2021-0276,NA,OR971516,Canis lupus familiaris,brain,5-Mar-21,NA,NA,NA,Camarines Sur,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0142,NA,OR971515,Canis lupus familiaris,brain,1-Feb-21,NA,NA,NA,Camarines Sur,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2019-0064,NA,OR971506,Canis lupus familiaris,brain,7-Mar-19,NA,NA,NA,Camarines Sur,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2018-0334,NA,OR971505,Canis lupus familiaris,brain,7-Dec-18,NA,NA,NA,Camarines Sur,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-21-128,NA,NA,Canis familiaris,NA,9-Nov-21,NA,Cararayan,Naga City,Camarines Sur,Bicol Region,13.64368803,123.2594656,phd,NA,NA,NA
RADDL5-005,NA,NA,Canis familiaris,NA,30-Jan-15,NA,San Nicolas,Iriga  City,Camarines Sur,Bicol Region,13.44838237,123.4332975,phd,NA,NA,NA
R6-2019-2940,NA,OR971537,Canis lupus familiaris,brain,29-Aug-19,NA,NA,NA,Capiz,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
R4A-2022-261,NA,OR971480,Canis lupus familiaris,brain,24-Feb-22,NA,NA,NA,Cavite,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
R4A-2022-171,NA,OR971475,Canis lupus familiaris,brain,2-Jul-22,NA,NA,NA,Cavite,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
4A-22-171,NA,NA,Canis familiaris,NA,6-Feb-22,NA,Buenavista,General Trias,Cavite,Calabarzon,14.32966619,120.8999068,phd,NA,NA,NA
Z-07-07,NA,NA,Canis familiaris,NA,8-Jan-07,NA,Molino 6,General Trias,Cavite,Calabarzon,14.32966619,120.8999068,phd,NA,NA,NA
Z-07-22,NA,NA,Canis familiaris,NA,23-Jan-07,NA,Tierra Nevada,Amadeo,Cavite,Calabarzon,14.187281,120.9251442,phd,NA,NA,NA
Z-07-222,NA,NA,Canis familiaris,NA,30-Jun-07,NA,Dagatan,General Trias,Cavite,Calabarzon,14.32966619,120.8999068,phd,NA,NA,NA
Z-07-38,NA,NA,Canis familiaris,NA,2-May-07,NA,Timbol,Bacoor,Cavite,Calabarzon,14.41614393,120.9704734,phd,NA,NA,NA
Z-08-351,NA,NA,Canis familiaris,NA,12-Dec-08,NA,-,General Mariano Alvarez,Cavite,Calabarzon,14.30698662,121.0184177,phd,NA,NA,NA
Z-12-060,NA,NA,Canis familiaris,NA,25-Feb-12,NA,F.De Castro,General Mariano Alvarez,Cavite,Calabarzon,14.30698662,121.0184177,phd,NA,NA,NA
Z-13-066,NA,NA,Canis familiaris,NA,5-Apr-13,NA,Bayan Luma,Imus,Cavite,Calabarzon,14.39822975,120.9319992,phd,NA,NA,NA
Z-13-089,NA,NA,Canis familiaris,NA,4-May-13,NA,Malainen Luma,Naic,Cavite,Calabarzon,14.29182513,120.7960137,phd,NA,NA,NA
Z-13-094,NA,NA,Canis familiaris,NA,10-May-13,NA,Palico II,Imus,Cavite,Calabarzon,14.39822975,120.9319992,phd,NA,NA,NA
Z-13-135,NA,NA,Canis familiaris,NA,12-Jun-13,NA,Alulod,Indang,Cavite,Calabarzon,14.18917642,120.8713283,phd,NA,NA,NA
Z-13-259,NA,NA,Canis familiaris,NA,18-Dec-13,NA,Pound,Cavite  City,Cavite,Calabarzon,14.48021461,120.8978023,phd,NA,NA,NA
Z-14-05,NA,NA,Canis familiaris,NA,5-Jan-14,NA,Pasong Camachile,General Trias,Cavite,Calabarzon,14.32966619,120.8999068,phd,NA,NA,NA
Z-14-106,NA,NA,Felis catus,NA,8-May-14,NA,Sta. Cruz,Cavite  City,Cavite,Calabarzon,14.48021461,120.8978023,phd,NA,NA,NA
Z-14-136,NA,NA,Canis familiaris,NA,11-Jun-14,NA,"Parklane,San Francisco",General Trias,Cavite,Calabarzon,14.32966619,120.8999068,phd,NA,NA,NA
Z-15-163,NA,NA,Canis familiaris,NA,5-Sep-15,NA,Panapaan 8,Bacoor,Cavite,Calabarzon,14.41614393,120.9704734,phd,NA,NA,NA
Z-16-151,NA,NA,Canis familiaris,NA,5-Sep-16,NA,-,Carmona,Cavite,Calabarzon,14.29896527,121.0371349,phd,NA,NA,NA
Z-16-196,NA,NA,Canis familiaris,NA,23-Nov-16,NA,Sampaloc,Dasmariñas,Cavite,Calabarzon,14.31850325,120.9657797,phd,NA,NA,NA
Z-17-177,NA,NA,Canis familiaris,NA,25-Sep-17,NA,Bgy. Navarro,General Trias,Cavite,Calabarzon,14.32966619,120.8999068,phd,NA,NA,NA
Z-17-217,NA,NA,Canis familiaris,NA,16-Nov-17,NA,Paliko 4,Imus,Cavite,Calabarzon,14.39822975,120.9319992,phd,NA,NA,NA
Z-17-221,NA,NA,Canis familiaris,NA,28-Nov-17,NA,Bgy. Nawasa,Noveleta,Cavite,Calabarzon,14.43119105,120.8796209,phd,NA,NA,NA
Z-18-001,NA,NA,Felis catus,NA,2-Jan-18,NA,"Andrea Vill. I, Panapaan Vi",Bacoor,Cavite,Calabarzon,14.41614393,120.9704734,phd,NA,NA,NA
Z-19-123,NA,NA,Canis familiaris,NA,11-Aug-19,NA,Anabu 2F,Imus,Cavite,Calabarzon,14.39822975,120.9319992,phd,NA,NA,NA
Z-20-01,NA,NA,Canis familiaris,NA,3-Jan-20,NA,"Meadowood Subd.,Panapaan 8",Bacoor,Cavite,Calabarzon,14.41614393,120.9704734,phd,NA,NA,NA
Z-98-1061,NA,NA,Canis familiaris,NA,5-Aug-98,NA,Tejero,General Trias,Cavite,Calabarzon,14.32966619,120.8999068,phd,NA,NA,NA
Z-98-134,NA,NA,Canis familiaris,NA,9-Feb-98,NA,Sampaloc   Homes,Dasmariñas,Cavite,Calabarzon,14.31850325,120.9657797,phd,NA,NA,NA
Z-98-433,NA,NA,Canis familiaris,NA,30-Apr-98,NA,Palamitan,Kawit,Cavite,Calabarzon,14.44475736,120.9012276,phd,NA,NA,NA
Z-98-823,NA,NA,Canis familiaris,NA,5-Aug-98,NA,Tejero,General Trias,Cavite,Calabarzon,14.32966619,120.8999068,phd,NA,NA,NA
Z-12-118,NA,NA,Dog,NA,31-May-12,NA,Bacao 2,Gen. Trias,Cavite,Calabarzon (IV-A),NA,NA,2018_workshop,NA,NA,NA
Z-12-134,NA,NA,Dog,NA,18-Jun-12,NA,Pag-asa,Imus,Cavite,Calabarzon (IV-A),NA,NA,2018_workshop,NA,NA,NA
